Project Number,Name,Sector,Province,Amount
51644,VUVHA HOME BASED CARE,CHARITIES,NORTH WEST,187081
52476,YAHWEH EDUCARE CENTRE,CHARITIES,NORTH WEST,220102
52453,ZWIVHUYA ZWASHU CARE PROJECT,CHARITIES,NORTH WEST,138500
58429,AGANANG HOME BASED CARE,CHARITIES,NORTH WEST,677497
59773,BAKUBUNG PRIMARY SCHOOL,CHARITIES,NORTH WEST,61500
49749,BAPTIST CHILDREN'S CENTRE,CHARITIES,NORTH WEST,260867
50938,BATSHABENG MIDDLE SCHOOL,CHARITIES,NORTH WEST,400000
53464,BELEGANANG HOME BASE CARE,CHARITIES,NORTH WEST,267150
53866,BRITS RUSOORD MAATSKAPPY,CHARITIES,NORTH WEST,556265
50746,CMR-RUSTENBURG,CHARITIES,NORTH WEST,228242
51351,DIE BEHEERLIGGAAM VAN E S LE GRANGESKOOL LSOB,CHARITIES,NORTH WEST,986869
55330,DIE NOORDWES KWADRUPLEGIESE VEREENIGING,CHARITIES,NORTH WEST,221000
35545,DIRWA DAY CARE CENTRE,CHARITIES,NORTH WEST,13842
50581,EASY LEARNERS DAY CARE CENTRE,CHARITIES,NORTH WEST,91100
43067,FOCHVILLE SOCIAL SERVICES,CHARITIES,NORTH WEST,91520
50724,GANOKE PRIMARY SCHOOL,CHARITIES,NORTH WEST,290000
52361,GANYESA PRIMARY SCHOOL,CHARITIES,NORTH WEST,180000
50258,HOSPICE MATLOSANA,CHARITIES,NORTH WEST,1223000
51693,HOSPICE RUSTENBURG,CHARITIES,NORTH WEST,248065
52139,ITIRELE DAY CARE CENTRE,CHARITIES,NORTH WEST,200000
43074,JAPIE KRITZINGER HOME FOR THE AGED,CHARITIES,NORTH WEST,300413
50909,JAPIE KRITZINGER HOME FOR THE AGED,CHARITIES,NORTH WEST,371525
50452,KATHU EARLY CHILDHOOD DEVELOPMENT CENTRE,CHARITIES,NORTH WEST,81750
51960,KGATELOPELE SUPPORT CENTRE,CHARITIES,NORTH WEST,209400
51960,KGATELOPELE SUPPORT CENTRE,CHARITIES,NORTH WEST,209400
43068,KOSTER HOME FOR THE AGED / KOSTER TUISIE VIR BEJAARDES,CHARITIES,NORTH WEST,120000
50753,KOSTER HOME FOR THE AGED / KOSTER TUISIE VIR BEJAARDES,CHARITIES,NORTH WEST,321934
58900,LESEDING CARE GIVERS,CHARITIES,NORTH WEST,966600
55854,LIFELINE KLERKSDORP AND DISTRICT,CHARITIES,NORTH WEST,542000
50221,MABOLOKA HIV/AIDS AWARENESS ORGANISATION,CHARITIES,NORTH WEST,1322800
52285,MADIKWE RURAL DEVELOPMENT PROGRAMME,CHARITIES,NORTH WEST,61500
44252,MANKUROANE TECH & COMMERCE SCHOOL,CHARITIES,NORTH WEST,2284061
54128,MASHAKWANE DAY CARE AND WOMEN DEVELOPMENT CENTRE,CHARITIES,NORTH WEST,52932
44767,MOEFI SENIOR SECONDARY SCHOOL,CHARITIES,NORTH WEST,91000
51290,MOFUMAHADI WA TSHEPO CARE,CHARITIES,NORTH WEST,368882
59763,NALEDI LIFE SKILLS TRAINING,CHARITIES,NORTH WEST,335000
53397,NG WELFARE KLERKSDORP,CHARITIES,NORTH WEST,334527
43066,NG WELFARE KOSTER,CHARITIES,NORTH WEST,220000
58381,NG WELFARE NORTH WEST,CHARITIES,NORTH WEST,340000
56979,NG WELFARE POTCHEFSTROOM,CHARITIES,NORTH WEST,273090
56700,NG WELFARE SCHWEIZER RENEKE,CHARITIES,NORTH WEST,200211
43063,NG WELFARE ZEERUST,CHARITIES,NORTH WEST,90308
50792,NG WELSYN VRYBURG,CHARITIES,NORTH WEST,356830
43080,NG WESLYN LICHTENBURG,CHARITIES,NORTH WEST,125242
54351,NORTH WEST MENTAL HEALTH,CHARITIES,NORTH WEST,526759
50419,NORTH WEST NETWORK ON VIOLENCE AGAINST WOMEN,CHARITIES,NORTH WEST,774500
25388,ONTWIKKELINGSINSTITUUT VIR DOWES EN BLINDES,CHARITIES,NORTH WEST,382000
59013,OPERATION BLANKET,CHARITIES,NORTH WEST,917000
51869,ORKNEY CHILD AND FAMILY CARE SOCIETY,CHARITIES,NORTH WEST,208222
57802,PHIRI A FETA SECONDARY SCHOOL,CHARITIES,NORTH WEST,400000
50186,PLACE OF HOPE HOME BASED CARE PROJECT,CHARITIES,NORTH WEST,176200
51376,POTCHEFSTROOM SERVICE CENTRE FOR THE AGED,CHARITIES,NORTH WEST,344035
43544,RAKGATLA HIGH SCHOOL,CHARITIES,NORTH WEST,451730
58971,REIKAGILE RECREATION DEVELOPMENT CARE CENTRE,CHARITIES,NORTH WEST,535293
56752,RESIDENTIA STIGTING,CHARITIES,NORTH WEST,136088
59229,ROTARY EARLY LEARNING CENTRE,CHARITIES,NORTH WEST,300000
58742,RUSOORD VRYBURG,CHARITIES,NORTH WEST,194317
50969,RUSTENBURG CHILD & FAMILY WELFARE,CHARITIES,NORTH WEST,831387
54259,SANPARK ALKOHOL EN DWELM SENTRUM,CHARITIES,NORTH WEST,916513
55846,SAVF ATAMELANG SHELTER,CHARITIES,NORTH WEST,162601
50686,SAVF CARLTONVILLE (SAVF OBERHOLZER),CHARITIES,NORTH WEST,361002
50756,SAVF HUIS ANNA VILJOEN,CHARITIES,NORTH WEST,177227
50749,SAVF LAPPOP VERSORGINGSOORD,CHARITIES,NORTH WEST,232018
50761,SAVF ONS HULDE OUETEHUIS,CHARITIES,NORTH WEST,524000
52868,SAVF POTCHEFSTROOM GESINSORG,CHARITIES,NORTH WEST,285000
57926,SAVF RUSTENBURG,CHARITIES,NORTH WEST,234207
52860,SAVF ZEERUST,CHARITIES,NORTH WEST,201091
52241,SAVF ZEERUST TEHUIS,CHARITIES,NORTH WEST,235700
50436,SEMPAPA SCHOOL,CHARITIES,NORTH WEST,400000
52293,TAFELKOP LESEDI HOME BASED CARE,CHARITIES,NORTH WEST,192000
50579,TEBOGO DAY CARE CENTRE,CHARITIES,NORTH WEST,111000
58282,THAKANENG PROJECT,CHARITIES,NORTH WEST,596811
57208,TIDIMANE MIDDLE SCHOOL,CHARITIES,NORTH WEST,148581
58635,TLHOAFALO PRIMARY SCHOOL,CHARITIES,NORTH WEST,190505
50121,TLHOMAMANG FAMILY CARE CENTRE,CHARITIES,NORTH WEST,117883
50992,TSHIRELETSO SUPPORT GROUP,CHARITIES,NORTH WEST,156283
55437,TSHWARAGANANG ASSOCIATION OF PEOPLE WITH DISABILITIES,CHARITIES,NORTH WEST,807500
57680,TSOGO PROJECTS,CHARITIES,NORTH WEST,55600
43076,VER WES SOCIAL SERVICES,CHARITIES,NORTH WEST,62750
43087,WOLMARANSSTAD HOME FOR THE AGED,CHARITIES,NORTH WEST,282409
33504,ABALIMI,CHARITIES,WESTERN CAPE,205348
53757,ABIGAIL WOMENS MOVEMENT,CHARITIES,WESTERN CAPE,480162
50887,ACTIVISTS NETWORKING AGAINST THE EXPLOITATION OF CHILDREN,CHARITIES,WESTERN CAPE,785000
52182,ACVV BREDASDORP,CHARITIES,WESTERN CAPE,64800
52035,ACVV DE GRENDEL,CHARITIES,WESTERN CAPE,44000
52905,ACVV EDELWEISS,CHARITIES,WESTERN CAPE,233046
51979,ACVV GRABOUW,CHARITIES,WESTERN CAPE,299112
51791,ACVV LAMBERTSBAAI,CHARITIES,WESTERN CAPE,87990
51186,ACVV PIKETBERG,CHARITIES,WESTERN CAPE,450846
54694,ACVV RIEBEEK WES,CHARITIES,WESTERN CAPE,373308
52663,ACVV ROBERTSON,CHARITIES,WESTERN CAPE,488466
51503,ACVV STELLENBOSCH,CHARITIES,WESTERN CAPE,503688
51553,ACVV WORCESTER,CHARITIES,WESTERN CAPE,159730
57249,ACVV YSTERPLAAT,CHARITIES,WESTERN CAPE,77612
53753,ACVV ZONNEBLOEM,CHARITIES,WESTERN CAPE,241977
53721,ADONIS MUSATI PROJECT,CHARITIES,WESTERN CAPE,102200
51930,AFRICA UNITE,CHARITIES,WESTERN CAPE,377098
55949,AGE IN ACTION (NATIONAL OFFICE),CHARITIES,WESTERN CAPE,8888391
50802,AIDS RESPONSE TRUST,CHARITIES,WESTERN CAPE,200042
52717,AMY BIEHL FOUNDATION TRUST,CHARITIES,WESTERN CAPE,207000
57336,ANIMAL ANTI-CRUELTY LEAGUE - BREDASDORP,CHARITIES,WESTERN CAPE,190775
51208,ANNA FOUNDATION,CHARITIES,WESTERN CAPE,54675
52044,ARISEN WOMEN FOUNDATION,CHARITIES,WESTERN CAPE,190549
51539,ASSOCIATION FOR THE SENSORY DISABLED,CHARITIES,WESTERN CAPE,506930
57338,ATHLONE FAMILY IN FOCUS PROGRAMME,CHARITIES,WESTERN CAPE,398400
51547,BEAUTIFUL GATE MINISTRY,CHARITIES,WESTERN CAPE,397000
54730,BEL PORTO SCHOOL FOR SPECIALISED EDUCATION,CHARITIES,WESTERN CAPE,628757
58733,BELL VALLEY HIV INITIATIVE,CHARITIES,WESTERN CAPE,401100
41725,BETH URIEL,CHARITIES,WESTERN CAPE,151204
52020,BIBLIONEF SOUTH AFRICA,CHARITIES,WESTERN CAPE,782600
55898,BLACK SASH TRUST,CHARITIES,WESTERN CAPE,910235
57149,BONTEHEUWEL COMMUNITY BASED PARA-LEGAL OFFICE,CHARITIES,WESTERN CAPE,151600
52772,BOTRIVIER ADVICE AND DEVELOPMENT CENTRE,CHARITIES,WESTERN CAPE,404650
57013,BPW OUTENIQUA REFUGE FOR BATTERED WOMEN,CHARITIES,WESTERN CAPE,200000
51904,BREEDE RIVER HOSPICE,CHARITIES,WESTERN CAPE,587377
53706,BUILD A BETTER SOCIETY - KEWTOWN,CHARITIES,WESTERN CAPE,353700
55845,CALL-TO-SERVE COMMUNITY CARE,CHARITIES,WESTERN CAPE,278300
52490,CAMPHILL FARM COMMUNITY,CHARITIES,WESTERN CAPE,224504
50947,CAMPHILL VILLAGE,CHARITIES,WESTERN CAPE,378568
52110,CAPE KIDNEY ASSOCIATION,CHARITIES,WESTERN CAPE,553134
55672,CAPE MENTAL HEALTH SOCIETY,CHARITIES,WESTERN CAPE,922232
51028,CAPE OUTDOOR ADVENTURE SERVICE AND TRAINING,CHARITIES,WESTERN CAPE,155400
51239,CAPE TOWN CHILD WELFARE,CHARITIES,WESTERN CAPE,4097774
55477,CAPE TOWN DRUG COUNSELLING CENTRE,CHARITIES,WESTERN CAPE,783537
58467,CAPE TOWN MULTI SERVICE CENTRE,CHARITIES,WESTERN CAPE,795720
50482,CAPE TOWN SOCIETY FOR THE BLIND,CHARITIES,WESTERN CAPE,759016
52481,CAPE TOWN YOUNG MEN'S CHRISTIAN ASSOCIATION (YMCA),CHARITIES,WESTERN CAPE,200000
50832,CAPOEIRA EDUCATIONAL YOUTH ASSOCIATION,CHARITIES,WESTERN CAPE,122621
51817,CASE-COMMUNITY ACTION TOWARDS A SAFER ENVIRONMENT,CHARITIES,WESTERN CAPE,1391626
58809,CATHOLIC WELFARE & DEVELOPMENT,CHARITIES,WESTERN CAPE,1318500
55468,CCF CHEETAH OUTREACH TRUST,CHARITIES,WESTERN CAPE,328500
53187,CENTRE FOR  CREATIVE EDUCATION,CHARITIES,WESTERN CAPE,160000
53256,CENTRE FOR EARLY CHILDHOOD DEVELOPMENT,CHARITIES,WESTERN CAPE,100000
53395,CENTRE FOR RURAL LEGAL STUDIES TRUST,CHARITIES,WESTERN CAPE,369750
54643,CFW GREAT BRAK RIVER,CHARITIES,WESTERN CAPE,407805
52782,CHESHIRE HOMES SOUTH AFRICA,CHARITIES,WESTERN CAPE,425000
54399,CHILANGA (RIDING SCHOOL FOR THE DISABLED),CHARITIES,WESTERN CAPE,600200
53852,CHILD AND FAMILY WELFARE SOUTH AFRICA: WORCESTER,CHARITIES,WESTERN CAPE,440000
56652,CHILD WELFARE SA CALEDON/GENADENDAL,CHARITIES,WESTERN CAPE,886877
57658,CHILD WELFARE SOUTH AFRICA,CHARITIES,WESTERN CAPE,966686
55450,CHILD WELFARE SOUTH AFRICA - ALBERTINA,CHARITIES,WESTERN CAPE,600000
51223,CHILD WELFARE SOUTH AFRICA - BREDASDORP,CHARITIES,WESTERN CAPE,673000
51634,CHILD WELFARE SOUTH AFRICA - KRANSHOEK,CHARITIES,WESTERN CAPE,496753
52008,CHILD WELFARE SOUTH AFRICA: KLEINMOND,CHARITIES,WESTERN CAPE,898928
52283,CHRISTEN VIGSBURO VIR SUIDELIKE AFRIKA TE HUGENOTE KOLLEGE,CHARITIES,WESTERN CAPE,250000
27999,CLAREMONT METHODIST CHURCH SOCIAL IMPACT,CHARITIES,WESTERN CAPE,53425
33667,"CLAREMONT METHODIST CHURCH SOCIAL IMPACT MINISTRY SIKHULA
SONKE",CHARITIES,WESTERN CAPE,65000
43124,"CLAREMONT METHODIST CHURCH SOCIAL IMPACT MINISTRY SIKHULA
SONKE",CHARITIES,WESTERN CAPE,106012
52889,COMACARE TRUST,CHARITIES,WESTERN CAPE,200600
52889,COMACARE TRUST,CHARITIES,WESTERN CAPE,200600
53545,COMMUNITY BIBLE ACADEMY,CHARITIES,WESTERN CAPE,77446
52718,CORNERSTONE SONSTRAALTJIE KLEUTERSKOOL,CHARITIES,WESTERN CAPE,48550
51198,CORONATION MEMORIAL HOME FOR THE AGED,CHARITIES,WESTERN CAPE,362597
52932,DEAF SIZENZELE ASSOCIATION,CHARITIES,WESTERN CAPE,254300
59720,DEMENTIA SA,CHARITIES,WESTERN CAPE,691700
52055,DIAKONALE DIENSTE NUWERUS,CHARITIES,WESTERN CAPE,327529
52125,DIE AFRIKAANSE CHRISTELIKE VROUE - VERENIGING KOEBERG TAK,CHARITIES,WESTERN CAPE,216203
54078,DIE AFRIKAANSE CHRISTELIKE VROUEVERENIGING SWELLENDAM,CHARITIES,WESTERN CAPE,306176
51081,DIE AFRIKAANSE CHRISTELIKE VROUEVERENING BEAUFORT-WES,CHARITIES,WESTERN CAPE,128747
51139,DIE GOUE JARE DIENSSENTRUM,CHARITIES,WESTERN CAPE,108501
53297,DIE MOSSELBAAI BENEVOLENT VERENIGING VIR BEJAARDESORG,CHARITIES,WESTERN CAPE,345000
52253,DISABLED CHILDREN'S  ACTION GROUP,CHARITIES,WESTERN CAPE,796220
51696,DORKAS GESINS NASORG INSTITUUT,CHARITIES,WESTERN CAPE,157423
51170,DYSSELSDORP COMMUNITY AFTER-CARE CENTRE,CHARITIES,WESTERN CAPE,394004
54364,EARLY LEARNING FOUNDATION/ MONTESSORI TEACHER TRAINING,CHARITIES,WESTERN CAPE,409552
51542,EDEN SKOOL VIR LEEDERS MET SPESIALE ONDERWYS BEHOEFTES,CHARITIES,WESTERN CAPE,1248946
50056,EDUCO TRUST OF AFRICA,CHARITIES,WESTERN CAPE,420115
59702,ELIM HOME,CHARITIES,WESTERN CAPE,961343
51047,ELUXOLWENI EDUCARE CENTRE,CHARITIES,WESTERN CAPE,147750
51540,ENGEDI HAVEN FOR RURAL YOUTH,CHARITIES,WESTERN CAPE,207893
52774,EPILEPSY SOUTH AFRICA (WESTERN CAPE BRANCH),CHARITIES,WESTERN CAPE,973908
51581,ERIC MILES CHESHIRE HOME,CHARITIES,WESTERN CAPE,169000
59591,ETAFENI DAY CARE CENTRE TRUST,CHARITIES,WESTERN CAPE,979304
52314,FAMSA  KNYSNA,CHARITIES,WESTERN CAPE,614110
51760,FAMSA KAROO,CHARITIES,WESTERN CAPE,897700
55359,FAMSA OUTENIQUA,CHARITIES,WESTERN CAPE,451209
51541,FAMSA WESTERN CAPE,CHARITIES,WESTERN CAPE,2384132
53060,FRIENDS OF VISTA NOVA,CHARITIES,WESTERN CAPE,1001500
50528,FURNITURE TECHNOLOGY CENTRE,CHARITIES,WESTERN CAPE,181875
53598,GENDER DYNAMIX,CHARITIES,WESTERN CAPE,511460
52828,GENESIS COMMUNITY PROJECTS,CHARITIES,WESTERN CAPE,131000
54690,GEORGE SERVICE CLUBS UTILITY COMPANY,CHARITIES,WESTERN CAPE,158337
53204,GLENBRIDGE SPECIAL SCHOOL AND RESOURCE CENTRE,CHARITIES,WESTERN CAPE,735570
49788,GLOBAL DEVELOPMENT FOR PEACE & LEADERSHIP,CHARITIES,WESTERN CAPE,330177
57573,GOEDGEDACHT ROMAN CATHOLIC TRUST,CHARITIES,WESTERN CAPE,943200
52391,GOODWOOD JUBILEE MEMORIAL HOMES,CHARITIES,WESTERN CAPE,178500
50462,GREATER STELLENBOSCH DEVELOPMENT TRUST,CHARITIES,WESTERN CAPE,426979
53194,HEART FOUNDATION SOUTH AFRICA,CHARITIES,WESTERN CAPE,453641
51736,HEART-TO-HEART CARE CENTRE,CHARITIES,WESTERN CAPE,492000
51055,HELDERBERG HOSPICE,CHARITIES,WESTERN CAPE,450000
51569,HELDERBERG SOCIETY FOR THE AGED,CHARITIES,WESTERN CAPE,887250
53630,HERMANUS CHILD & FAMILY WELFARE SOCIETY,CHARITIES,WESTERN CAPE,928641
52282,HERMANUS RAINBOW TRUST,CHARITIES,WESTERN CAPE,324650
56862,HOLY CROSS CHILD & YOUTH CARE CENTRE,CHARITIES,WESTERN CAPE,891500
41104,HOMELESS PEOPLE SANCTUARY (HOPES),CHARITIES,WESTERN CAPE,372660
50625,HOMESTEAD,CHARITIES,WESTERN CAPE,552141
58059,HOPE AFRICA FOUNDATION - SOCIAL DEVELOPMENT,CHARITIES,WESTERN CAPE,400500
50733,HOSPICE PALLIATIVE CARE ASSOCIATION OF SOUTH AFRICA,CHARITIES,WESTERN CAPE,670719
50715,"HUIS HORIZON SENTRUM - VERSORGING VAN INTELLEKTUEEL
GESTREMDE VOLWASSE MENSE",CHARITIES,WESTERN CAPE,51005
55744,HURDY GURDY HOUSE,CHARITIES,WESTERN CAPE,81500
51544,IKAMVA LABANTU CHARITABLE TRUST,CHARITIES,WESTERN CAPE,515500
51712,IKHAYALETHEMBA PROJECT,CHARITIES,WESTERN CAPE,122000
55527,ILITHA LABANTU,CHARITIES,WESTERN CAPE,1435044
55527,ILITHA LABANTU,CHARITIES,WESTERN CAPE,1435044
50079,INCLUSIVE EDUCATION WESTERN CAPE,CHARITIES,WESTERN CAPE,330487
55853,INSTITUTE FOR HEALING OF MEMORIES TRUST,CHARITIES,WESTERN CAPE,797090
57884,INSTITUTE FOR SOCIAL CONCERNS,CHARITIES,WESTERN CAPE,321780
52102,INSTITUTE FOR THE BLIND: INDUSTRIES,CHARITIES,WESTERN CAPE,90873
53105,IPHUPHALAM EDUCARE CENTRE,CHARITIES,WESTERN CAPE,50000
52620,JIREH COMMUNITY PROJECTS,CHARITIES,WESTERN CAPE,999000
52194,KABOUTERLAND PRE-PRIMER,CHARITIES,WESTERN CAPE,210656
52007,"KAROO CENTRE FOR HUMAN RIGHTS EDUCATION, RESEARCH &
DEVELOPMENT",CHARITIES,WESTERN CAPE,230000
50759,KENSINGTON / FACTRETON MEALS ON WHEELS,CHARITIES,WESTERN CAPE,360000
50759,KENSINGTON / FACTRETON MEALS ON WHEELS,CHARITIES,WESTERN CAPE,148357
53435,KHULULEKA GRIEF SUPPORT,CHARITIES,WESTERN CAPE,227882
52906,KIDEO KIDS EDUCARE,CHARITIES,WESTERN CAPE,24741
55548,KLEINMOND ANIMAL WELFARE SOCIETY,CHARITIES,WESTERN CAPE,50000
55823,KOINONIA WELFARE & DEVELOPMENT PROGRAM,CHARITIES,WESTERN CAPE,343600
53401,LANGA CHESHIRE HOME,CHARITIES,WESTERN CAPE,509322
55907,LEARN TO EARN,CHARITIES,WESTERN CAPE,158222
52050,LEGACY COMMUNITY DEVELOPMENT CORPORATION,CHARITIES,WESTERN CAPE,55200
58850,LELIEBLOEM HOUSE,CHARITIES,WESTERN CAPE,401500
56930,LIFE COMMUNITY SERVICES,CHARITIES,WESTERN CAPE,575000
52855,LIFELINE GARDEN ROUTE,CHARITIES,WESTERN CAPE,101254
50045,LIFELINE WESTERN CAPE,CHARITIES,WESTERN CAPE,882745
50950,LIGHTHOUSE ASSOCIATION FOR THE BLIND,CHARITIES,WESTERN CAPE,109900
52199,LINGELIHLE OLD AGE HOME,CHARITIES,WESTERN CAPE,285822
58073,LISA EDUCARE CENTRE,CHARITIES,WESTERN CAPE,50300
52922,LITTLE SQUIRREL EDUCARE CENTRE,CHARITIES,WESTERN CAPE,63625
53115,LUKHANYO EDUCARE CENTRE,CHARITIES,WESTERN CAPE,209063
58961,MARGARETS HOUSE,CHARITIES,WESTERN CAPE,605600
52598,MARION INSTITUTE,CHARITIES,WESTERN CAPE,240000
52395,MARSH MEMORIAL HOMES,CHARITIES,WESTERN CAPE,119710
54282,MASIGCINE IKHAYA LABANTWANA (CHILDREN'S HOME),CHARITIES,WESTERN CAPE,284600
50272,MASINCEDANE GEMEENSKAPDIENS,CHARITIES,WESTERN CAPE,371932
55379,MASIZAME (PLETTENBERG BAY STREET CHILDREN COMMITEE),CHARITIES,WESTERN CAPE,123500
55379,MASIZAME CHILDRENS SHELTER (PLETTENBERG BAY),CHARITIES,WESTERN CAPE,123500
52743,MEDIA & TRAINING CENTRE FOR HEALTH,CHARITIES,WESTERN CAPE,321500
52927,MELKBOS CARE CENTRE,CHARITIES,WESTERN CAPE,316199
51128,MIQLAT,CHARITIES,WESTERN CAPE,1040200
50954,MITCHELLS PLAIN COMMUNITY ADVICE AND DEVELOPMENT PROJECT,CHARITIES,WESTERN CAPE,131570
53314,MOLO SONGOLOLO,CHARITIES,WESTERN CAPE,1893800
55735,MONTAGU ADVICE OFFICE,CHARITIES,WESTERN CAPE,126425
56723,MOSAIC TRAINING SERVICE & HEALING CTR FOR WOMEN,CHARITIES,WESTERN CAPE,868300
57369,MOT SOUTH AFRICA,CHARITIES,WESTERN CAPE,255797
41523,MURRAYSBURG COMMUNITY CRECHE,CHARITIES,WESTERN CAPE,123010
54269,NATIONAL ASSOCIATION OF CHILD CARE WORKERS,CHARITIES,WESTERN CAPE,438750
36194,NATIONAL OSTEOPOROSIS FOUNDATION,CHARITIES,WESTERN CAPE,535000
55615,NATIONAL SEA RESCUE INSTITUTE OF SOUTH AFRICA,CHARITIES,WESTERN CAPE,180000
52386,NEW GROWTH,CHARITIES,WESTERN CAPE,290213
45066,NOLUKHANYO EDUCARE CENTRE,CHARITIES,WESTERN CAPE,136820
33475,NOLUTHANDO DAY CARE CENTRE,CHARITIES,WESTERN CAPE,95000
58366,NOVALIS INSTITUTE,CHARITIES,WESTERN CAPE,258600
50627,NUWERUS NAPIER NASORG EN JEUGSENTRUM,CHARITIES,WESTERN CAPE,305000
52334,ONS PLEK PROJECTS,CHARITIES,WESTERN CAPE,147000
51537,ORCHIDS SENIORS,CHARITIES,WESTERN CAPE,81700
52934,ORGAN DONOR FOUNDATION OF SOUTHERN AFRICA,CHARITIES,WESTERN CAPE,605193
51471,"ORION ORGANISATION (THERAPEUTIC CENTRE FOR PHYSICALLY &
MENTALLY DISABLED)",CHARITIES,WESTERN CAPE,200000
57025,OUDTSHOORN CHILD & FAMILY WELFARE SOCIETY,CHARITIES,WESTERN CAPE,508020
55481,OUDTSHOORN SERVICE CENTRE FOR THE AGED,CHARITIES,WESTERN CAPE,194800
50426,OWL HAVEN SHELTER,CHARITIES,WESTERN CAPE,488000
52116,PARENT CENTRE,CHARITIES,WESTERN CAPE,693885
52079,PARTNERS WITH AFTER SCHOOL CARE PROJECTS (PASCAP),CHARITIES,WESTERN CAPE,920500
53289,PATCH - HELDERBERG CHILD ABUSE CENTRE,CHARITIES,WESTERN CAPE,424195
50044,PERSONA DOLL TRAINING SOUTH AFRICA,CHARITIES,WESTERN CAPE,187000
50392,PETER  PAN DOWN SYNDROME CENTRE,CHARITIES,WESTERN CAPE,746020
42590,PLETT ANIMAL WELFARE SERVICE,CHARITIES,WESTERN CAPE,450000
57021,PLETT ANIMAL WELFARE SERVICE,CHARITIES,WESTERN CAPE,200000
58856,PLETTENBERG BAY CFW,CHARITIES,WESTERN CAPE,697664
54622,PLETTENBERG BAY HIV/AIDS FORUM (PLETTAID FOUND),CHARITIES,WESTERN CAPE,778202
58837,POST-NATAL DEPRESSION SUPPORT ASSOCIATION SA,CHARITIES,WESTERN CAPE,482100
56838,PRINCESS CHRISTIAN HOME,CHARITIES,WESTERN CAPE,132403
52130,PRISON CARE & SUPPORT NETWORK,CHARITIES,WESTERN CAPE,355800
49590,PROSPERITY YOUTH CENTRE,CHARITIES,WESTERN CAPE,2033928
53569,RDP TRAINING CENTRE,CHARITIES,WESTERN CAPE,109429
50261,ROBERTSON HOUSE,CHARITIES,WESTERN CAPE,315730
52952,RUDNET,CHARITIES,WESTERN CAPE,489500
59293,RURAL DEVELOPMENT SUPPORT PROGRAMME,CHARITIES,WESTERN CAPE,348906
50416,RURAL EDUCATION ACCESS PROGRAMME (REAP),CHARITIES,WESTERN CAPE,480000
50475,"RUSOORD TEHUIS VIR OUES VAN DAE, PAARL",CHARITIES,WESTERN CAPE,184103
51380,SAARTJIE BAARTMAN CENTRE FOR WOMEN AND CHILDREN,CHARITIES,WESTERN CAPE,1119800
53180,SALESIAN PLANNING AND DEVELOPMENT OFFICE,CHARITIES,WESTERN CAPE,433400
54331,SAMILA GENDER COUNSELLING AND SUPPORT SERVICES,CHARITIES,WESTERN CAPE,412160
54263,SANCA WESTERN CAPE,CHARITIES,WESTERN CAPE,1009834
55554,SEDERVILLE TE HUIS VIR BEJAARDES,CHARITIES,WESTERN CAPE,300000
53756,SEX WORKER EDUCATION AND ADVOCACY TASKFORCE,CHARITIES,WESTERN CAPE,482478
50467,SHARE LITERACY PROJECT,CHARITIES,WESTERN CAPE,525000
54206,SIGN LANGUAGE EDUCATIONAL AND DEVELOPMENT ( SLED),CHARITIES,WESTERN CAPE,509000
50294,SISTERS INCORPORATED,CHARITIES,WESTERN CAPE,207000
56659,SIYAZAMA SERVICE CENTRE,CHARITIES,WESTERN CAPE,257989
55575,SOBAMBISANA COMMUNITY DEVELOPMENT PROGRAMME,CHARITIES,WESTERN CAPE,550000
55645,SOUP CLINIC,CHARITIES,WESTERN CAPE,111000
51450,SOUTH AFRICAN CHILDRENS HOME,CHARITIES,WESTERN CAPE,394439
53001,SOUTH AFRICAN OLDER PERSON'S FORUM (SAOPF),CHARITIES,WESTERN CAPE,532658
52939,SPCA GARDEN ROUTE,CHARITIES,WESTERN CAPE,487010
52942,SPCA PAARL,CHARITIES,WESTERN CAPE,491242
51732,SPCA SWELLENDAM DBV,CHARITIES,WESTERN CAPE,195800
51800,SPCA WELLINGTON,CHARITIES,WESTERN CAPE,215362
57044,ST FRANCIS CHILDRENS HOME,CHARITIES,WESTERN CAPE,814130
55557,ST GEORGES CHILDRENS HOME (FOR GIRLS),CHARITIES,WESTERN CAPE,536000
59593,ST MICHAEL'S CHIDREN'S HOME,CHARITIES,WESTERN CAPE,829165
52302,STELLENBOSCH WERKNEMER - WERKGEWER SKAKELKANTOOR,CHARITIES,WESTERN CAPE,153900
55503,STEPPING STONES CHILDREN,CHARITIES,WESTERN CAPE,129494
52956,STOP CRIME AGAINST CHILDREN,CHARITIES,WESTERN CAPE,113400
52167,STRAWBERRY  PLAY CENTRE,CHARITIES,WESTERN CAPE,105000
49901,SUNFLOWER FUND,CHARITIES,WESTERN CAPE,200000
51532,SUNRISE SPECIAL CARE CENTRE,CHARITIES,WESTERN CAPE,207553
59175,TEHILLAH COMMUNITY COLLABORATIVE,CHARITIES,WESTERN CAPE,410350
52158,THANDANANI SERVICE CLUB,CHARITIES,WESTERN CAPE,128304
52807,THEMBA WORKCENTRE BY DISABLED,CHARITIES,WESTERN CAPE,562327
54246,THEMBALITSHA FOUNDATION,CHARITIES,WESTERN CAPE,1127796
58448,THINK TWICE,CHARITIES,WESTERN CAPE,331150
51072,TINKIE WINKIE DAY CARE CENTRE,CHARITIES,WESTERN CAPE,77645
