Project Number,Name,Province,Sector,Amount
53222,Malamule Day Care,MPUMALANGA,CHARITIES,140112
45350,Masakane Trust,MPUMALANGA,CHARITIES,327800
41127,Masiba Mbane Children Centre,MPUMALANGA,CHARITIES,183550
41519,Masibambisane Care For The Aged Centre,MPUMALANGA,CHARITIES,58250
51943,Masibambisane Day Care Centre,MPUMALANGA,CHARITIES,200000
44163,Mhlutshwa Primary School,MPUMALANGA,CHARITIES,375750
44163,Mhlutshwa Primary School,MPUMALANGA,CHARITIES,375750
50515,Middelburg SPCA,MPUMALANGA,CHARITIES,923763
51031,Mmabana Day Care Centre,MPUMALANGA,CHARITIES,232200
50498,Mpumalanga Council For Persons With Physical Disabilities,MPUMALANGA,CHARITIES,380500
50918,Multipurpose Crèche,MPUMALANGA,CHARITIES,215624
41298,Nelspruit Hospice,MPUMALANGA,CHARITIES,363050
40857,Nelspruit Society For The Prevention Of Cruelty To Animals,MPUMALANGA,CHARITIES,548440
49662,New Generation Centre,MPUMALANGA,CHARITIES,61451
40651,Nwa-Tumberi Day Care Centre,MPUMALANGA,CHARITIES,54000
51411,Phaphamani Home Based Care,MPUMALANGA,CHARITIES,615550
42540,Phaphamani Home Based Care Project For HIV & Aids Clients,MPUMALANGA,CHARITIES,1168300
41302,Rethabile Day Care Centre,MPUMALANGA,CHARITIES,211371
50356,Sakhile Youth Empowerment Centre,MPUMALANGA,CHARITIES,250655
50356,Sakhile Youth Empowerment Centre,MPUMALANGA,CHARITIES,173833
41939,SANCA Lowveld Alcohol & Drug Help Centre,MPUMALANGA,CHARITIES,1144171
52498,SANCA Witbank Alcohol & Drug Help Centre,MPUMALANGA,CHARITIES,166374
44961,SAVF Hendrina Tehuis,MPUMALANGA,CHARITIES,781625
49755,SAVF Hoeveldrif Secunda,MPUMALANGA,CHARITIES,205013
44510,SAVF Korale Dienssentrum,MPUMALANGA,CHARITIES,172679
50218,SAVF Nelspruit,MPUMALANGA,CHARITIES,355000
42252,SAVF Ons Eie Ouetehuis - Delmas,MPUMALANGA,CHARITIES,541988
45221,SAVF Rustig Ouetehuis,MPUMALANGA,CHARITIES,851571
44315,SAVF Silwerjare Tehuis,MPUMALANGA,CHARITIES,336338
44562,SAVF Volksrust,MPUMALANGA,CHARITIES,336685
52962,SAVF Witbank Dagsorg,MPUMALANGA,CHARITIES,729371
34457,Sihlangene Primary School,MPUMALANGA,CHARITIES,1210110
44877,Sikhulilie Mhola Luncheon Club,MPUMALANGA,CHARITIES,447713
36923,Sinethemba Home Base Care,MPUMALANGA,CHARITIES,195900
51001,Sithobelane Primary School,MPUMALANGA,CHARITIES,500000
41732,Siyanakekela Home Based Care,MPUMALANGA,CHARITIES,435506
45815,Siyaphila Old Age Centre,MPUMALANGA,CHARITIES,535333
49979,Siyathuthuka Day Care Centre,MPUMALANGA,CHARITIES,72010
51751,Siyazenzela Home Based Care,MPUMALANGA,CHARITIES,209940
53026,Siyazibambela Home Based Care,MPUMALANGA,CHARITIES,202300
43225,Sizabantwana Children Benefit Organisation,MPUMALANGA,CHARITIES,117810
35493,Skhethokuhle Stimulation Centre,MPUMALANGA,CHARITIES,121470
44580,Society For The Prevention Of Cruelty To Animals,MPUMALANGA,CHARITIES,400000
51615,SPCA Bethal,MPUMALANGA,CHARITIES,177810
34907,SPCA Bethal,MPUMALANGA,CHARITIES,196545
50337,SPCA Highveld Ridge,MPUMALANGA,CHARITIES,365480
50915,St John's Care Centre,MPUMALANGA,CHARITIES,276500
45285,St Joseph's Home For The Aged,MPUMALANGA,CHARITIES,1150000
50191,Standerton Advice & Development Resources Centre,MPUMALANGA,CHARITIES,277400
45167,Standertonse Vereniging Vir Bejaardes,MPUMALANGA,CHARITIES,413810
44950,Suid Afrikaanse Vrouefederasie Belfast Kinderhuis,MPUMALANGA,CHARITIES,799500
45161,Suid Afrikaanse Vrouefederasie Huis Ermelo,MPUMALANGA,CHARITIES,2340257
52573,Sun Of Joy Foundation,MPUMALANGA,CHARITIES,231200
53249,Sungulani Crèche / Pre-School,MPUMALANGA,CHARITIES,184900
44195,The Amazing Grace Children's Home,MPUMALANGA,CHARITIES,971725
40674,The Greater Nelspruit Rape Intervention Project Group,MPUMALANGA,CHARITIES,837950
45309,The Rosebuds Service Centre,MPUMALANGA,CHARITIES,366310
44577,The Topsy Foundation,MPUMALANGA,CHARITIES,1942123
50914,The Way Educare,MPUMALANGA,CHARITIES,415589
41162,Thembimfudo Day Care Centre,MPUMALANGA,CHARITIES,648266
43889,Thembisile Home Base Care Centre,MPUMALANGA,CHARITIES,334550
52400,Thuthukani Educare,MPUMALANGA,CHARITIES,143600
44156,Vera Stimulation Centre,MPUMALANGA,CHARITIES,347304
50491,Victorious Woman Health And Welfare Ministry,MPUMALANGA,CHARITIES,488440
50552,Volksrust Rusoord,MPUMALANGA,CHARITIES,603000
50619,Vulinqondo Educare,MPUMALANGA,CHARITIES,119500
44595,Wenakker,MPUMALANGA,CHARITIES,1278767
42039,White River Child And Family Welfare Society,MPUMALANGA,CHARITIES,2544087
40652,Wisani Day Care,MPUMALANGA,CHARITIES,76060
49985,Zenzeleni Day Care Centre,MPUMALANGA,CHARITIES,119750
50808,Zimisele Day Care,MPUMALANGA,CHARITIES,356560
44774,Zithuthukiseni Primary School,MPUMALANGA,CHARITIES,94990
46414,Baysville Special Secondary School,LIMPOPO,SPORT & RECREATION,350000
46414,Baysville Special Secondary School,LIMPOPO,SPORT & RECREATION,335391
38173,Cracouw Primary School,LIMPOPO,SPORT & RECREATION,287100
46280,Dikobe-Molaba Secondary School,LIMPOPO,SPORT & RECREATION,395000
47904,Dimo Secondary School,LIMPOPO,SPORT & RECREATION,180000
46201,Doornspruit Primary School,LIMPOPO,SPORT & RECREATION,300000
37503,Epp Mhinga Secondary School,LIMPOPO,SPORT & RECREATION,210000
47969,Eric Louw High School,LIMPOPO,SPORT & RECREATION,180000
37510,Fhatuwani Secondary School,LIMPOPO,SPORT & RECREATION,242000
46429,Flag Boshielo Primary School,LIMPOPO,SPORT & RECREATION,500000
37516,Fofoza Primary School,LIMPOPO,SPORT & RECREATION,236736
46172,Fuyatha Primary School,LIMPOPO,SPORT & RECREATION,403300
48039,Gole Secondary School,LIMPOPO,SPORT & RECREATION,191325
47795,Gondeni Senior Primary School,LIMPOPO,SPORT & RECREATION,560000
48097,Hututu Senior Secondary School,LIMPOPO,SPORT & RECREATION,145300
37647,Itirele Primary School,LIMPOPO,SPORT & RECREATION,60000
48820,Kgahara Junior Primary School,LIMPOPO,SPORT & RECREATION,180650
48349,Kgakala Senior Secondary School,LIMPOPO,SPORT & RECREATION,178280
46226,Kgotlopong Primary School,LIMPOPO,SPORT & RECREATION,462816
46770,Kgwana Community Centre,LIMPOPO,SPORT & RECREATION,50000
46236,Kwaratlou Secondary School,LIMPOPO,SPORT & RECREATION,452500
48180,Lekgolane Primary School,LIMPOPO,SPORT & RECREATION,180000
47675,Leseding High School,LIMPOPO,SPORT & RECREATION,175250
37791,Limpopo Academy Of Sport,LIMPOPO,SPORT & RECREATION,1500000
46663,Limpopo Academy Of Sport,LIMPOPO,SPORT & RECREATION,750000
46324,Luambo Secondary School,LIMPOPO,SPORT & RECREATION,600000
46357,Luvhaivhai Secondary School,LIMPOPO,SPORT & RECREATION,400000
47589,Mabje-A-Kgoro Primary School,LIMPOPO,SPORT & RECREATION,180000
46281,Mabu Primary School,LIMPOPO,SPORT & RECREATION,532500
48212,Mabuela-Ramorulana Primary School,LIMPOPO,SPORT & RECREATION,180000
49027,Mabushe High School,LIMPOPO,SPORT & RECREATION,189997
47565,Madumane Primary School,LIMPOPO,SPORT & RECREATION,180000
48169,Mafato Primary School,LIMPOPO,SPORT & RECREATION,181000
37738,Magoletsa Senior Secondary School,LIMPOPO,SPORT & RECREATION,266000
46246,Mahlashi Primary School,LIMPOPO,SPORT & RECREATION,737500
47761,Mahoai High School,LIMPOPO,SPORT & RECREATION,183000
48444,Maholoni Primary School,LIMPOPO,SPORT & RECREATION,180000
48143,Maje Primary School,LIMPOPO,SPORT & RECREATION,180000
48192,Makantane Primary School,LIMPOPO,SPORT & RECREATION,180000
47841,Makgaung Primary School,LIMPOPO,SPORT & RECREATION,199549
47723,Makheala Primary School,LIMPOPO,SPORT & RECREATION,500000
46160,Makhuva Primary School,LIMPOPO,SPORT & RECREATION,500000
24754,Makotaseng Primary School,LIMPOPO,SPORT & RECREATION,350000
48894,Makumbane Primary School,LIMPOPO,SPORT & RECREATION,100000
47426,Maladuma Primary School,LIMPOPO,SPORT & RECREATION,180000
48821,Malebala Primary School,LIMPOPO,SPORT & RECREATION,130950
48468,Malemela Primary School,LIMPOPO,SPORT & RECREATION,180000
47940,Mamasegare Primary School,LIMPOPO,SPORT & RECREATION,106000
47578,Mang Le Mang Secondary School,LIMPOPO,SPORT & RECREATION,499680
46161,Manghezi Secondary School,LIMPOPO,SPORT & RECREATION,688940
46161,Manghezi Secondary School,LIMPOPO,SPORT & RECREATION,688940
47767,Maphutha Secondary School,LIMPOPO,SPORT & RECREATION,179800
48067,Marotobale Primary School,LIMPOPO,SPORT & RECREATION,101855
47697,Maselesele Primary School,LIMPOPO,SPORT & RECREATION,167500
37939,Masia Senior Primary School,LIMPOPO,SPORT & RECREATION,150000
47048,Masia Senior Primary School,LIMPOPO,SPORT & RECREATION,96515
48960,Mathafeng Secondary School,LIMPOPO,SPORT & RECREATION,180000
47942,Mathung Primary School,LIMPOPO,SPORT & RECREATION,580000
48683,Matlabong Primary School,LIMPOPO,SPORT & RECREATION,114640
47655,Matladi A Phaahla Secondary School,LIMPOPO,SPORT & RECREATION,180000
47830,Matokane Secondary School,LIMPOPO,SPORT & RECREATION,189600
37475,Matshele Primary School,LIMPOPO,SPORT & RECREATION,370000
46336,Matsila Primary School,LIMPOPO,SPORT & RECREATION,180064
37464,Meridian  College Schools - Pretoria,LIMPOPO,SPORT & RECREATION,340079
48309,Mmampatile Primary School,LIMPOPO,SPORT & RECREATION,179000
47427,Modupi Primary School,LIMPOPO,SPORT & RECREATION,178360
48012,Mogalatsana Primary School,LIMPOPO,SPORT & RECREATION,180000
47568,Mogoshi Primary School,LIMPOPO,SPORT & RECREATION,700000
48561,Mokutung Primary School,LIMPOPO,SPORT & RECREATION,114640
47946,Mookwane Primary School,LIMPOPO,SPORT & RECREATION,180000
47582,Morarela Primary School,LIMPOPO,SPORT & RECREATION,61236
47949,Morope Matlala Primary School,LIMPOPO,SPORT & RECREATION,11700
38170,Mosehleng Primary School,LIMPOPO,SPORT & RECREATION,500000
47952,Moteti Primary School,LIMPOPO,SPORT & RECREATION,200000
47514,Motloboni Primary School,LIMPOPO,SPORT & RECREATION,180000
48161,Motlolatsoku Primary School,LIMPOPO,SPORT & RECREATION,175355
46406,Mugivhi Primary School,LIMPOPO,SPORT & RECREATION,400000
37509,Mugoidwa Secondary School,LIMPOPO,SPORT & RECREATION,225000
46300,Muhuvhini Primary School,LIMPOPO,SPORT & RECREATION,450000
47160,Munwai Primary School,LIMPOPO,SPORT & RECREATION,110000
46400,Mutende Primary School,LIMPOPO,SPORT & RECREATION,350000
46279,Ngwana Mohube Secondary School,LIMPOPO,SPORT & RECREATION,320000
46279,Ngwana Mohube Secondary School,LIMPOPO,SPORT & RECREATION,350000
25125,Nkakabidi Secondary School,LIMPOPO,SPORT & RECREATION,36817
47768,Nthetsheleseni Secondary School,LIMPOPO,SPORT & RECREATION,544325
47823,Ntwanano Primary School,LIMPOPO,SPORT & RECREATION,500000
37492,Nwamalobye High School,LIMPOPO,SPORT & RECREATION,200000
47291,Nwamankena Early Learning Centre,LIMPOPO,SPORT & RECREATION,180000
46228,Patoga Primary School,LIMPOPO,SPORT & RECREATION,707500
48110,Pax College,LIMPOPO,SPORT & RECREATION,143990
47509,Phoffu Primary School,LIMPOPO,SPORT & RECREATION,185000
46956,Polokwane Golf Club,LIMPOPO,SPORT & RECREATION,400000
59780,Polokwane Municipality,LIMPOPO,SPORT & RECREATION,15000000
48204,Ponti Secondary School,LIMPOPO,SPORT & RECREATION,195000
47624,Rachebole Primary School,LIMPOPO,SPORT & RECREATION,500000
37672,Radzambo Secondary School,LIMPOPO,SPORT & RECREATION,200000
47934,Rakgoadi Primary School,LIMPOPO,SPORT & RECREATION,180000
48455,Ramaite Primary School,LIMPOPO,SPORT & RECREATION,142950
47711,Ramalema Junior Primary School,LIMPOPO,SPORT & RECREATION,165735
46383,Ramauba Secondary School,LIMPOPO,SPORT & RECREATION,450000
48005,Ramohlokolo Secondary School,LIMPOPO,SPORT & RECREATION,179790
19322,Rantjie Lower Primary School,LIMPOPO,SPORT & RECREATION,50000
47641,Ratladi Intermediate School,LIMPOPO,SPORT & RECREATION,450000
48203,Regae Primary School,LIMPOPO,SPORT & RECREATION,180000
47791,Rekhuditse Secondary School,LIMPOPO,SPORT & RECREATION,180000
48014,Ridgeway College,LIMPOPO,SPORT & RECREATION,180000
46234,Scheiding Primary School,LIMPOPO,SPORT & RECREATION,452500
47762,Sebakanaga Secondary School,LIMPOPO,SPORT & RECREATION,450000
48838,Sefolwe Primary School,LIMPOPO,SPORT & RECREATION,180000
48104,Segolokwane Secondary School,LIMPOPO,SPORT & RECREATION,180000
46239,Segopotje Secondary School,LIMPOPO,SPORT & RECREATION,486067
37657,Sekgothi Primary School,LIMPOPO,SPORT & RECREATION,200000
46163,Sekgwari Primary School,LIMPOPO,SPORT & RECREATION,332515
47493,Sekuruwe Combined School,LIMPOPO,SPORT & RECREATION,324000
47423,Semendhe Secondary School,LIMPOPO,SPORT & RECREATION,91298
37782,Serokolosenyane Primary School,LIMPOPO,SPORT & RECREATION,41500
49021,Shigombe Primary School,LIMPOPO,SPORT & RECREATION,180000
47271,Shimange Crèche Community Project,LIMPOPO,SPORT & RECREATION,169629
48102,Shitachi Primary School,LIMPOPO,SPORT & RECREATION,180000
48032,Siboyiye Lower Primary School,LIMPOPO,SPORT & RECREATION,336100
49351,Silawa Drop In Centre,LIMPOPO,SPORT & RECREATION,50000
48019,Siloam Primary School,LIMPOPO,SPORT & RECREATION,180000
46849,"South African National Association Of The Blind & Partially Sighted
Persons",LIMPOPO,SPORT & RECREATION,220000
38076,South African Sports Association For The Intellectually Impaired,LIMPOPO,SPORT & RECREATION,3000000
47884,St Paul's High School,LIMPOPO,SPORT & RECREATION,550000
47884,St Paul's High School,LIMPOPO,SPORT & RECREATION,450000
47656,Thabakgone Primary School,LIMPOPO,SPORT & RECREATION,180000
48812,Thohoyandou Technical High School,LIMPOPO,SPORT & RECREATION,180000
37489,Tondalushaka Secondary School,LIMPOPO,SPORT & RECREATION,225000
47173,Tshakhuma Junior Primary School,LIMPOPO,SPORT & RECREATION,400000
46171,Tshembhani Primary School,LIMPOPO,SPORT & RECREATION,486016
46171,Tshembhani Primary School,LIMPOPO,SPORT & RECREATION,486016
47745,Tshikombani Primary School,LIMPOPO,SPORT & RECREATION,100000
47680,Tshipetane Secondary School,LIMPOPO,SPORT & RECREATION,178400
48724,Tshisahulu Primary School,LIMPOPO,SPORT & RECREATION,101406
46407,Tshisevhe Primary School,LIMPOPO,SPORT & RECREATION,450000
46384,Tshivhambe  Primary School,LIMPOPO,SPORT & RECREATION,350000
46384,Tshivhambe  Primary School,LIMPOPO,SPORT & RECREATION,350000
49208,Van Wykskraal Primary School,LIMPOPO,SPORT & RECREATION,168720
37499,Vhembe FET College,LIMPOPO,SPORT & RECREATION,666000
46868,Vurhonga Day Care,LIMPOPO,SPORT & RECREATION,300000
46868,Vurhonga Day Care,LIMPOPO,SPORT & RECREATION,208951
43347,Isiphosemvelo Youth Development Organisation,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",509520
43347,Isiphosemvelo Youth Development Organisation,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",127380
42541,Izithethe Development Project,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",276720
45601,Lawyers For Human Rights,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",1874000
21953,My Acre of Africa Trust,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
37520,Southern Africa Wildlife College,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",2797690
45984,Tswelopele Performing Artists,MPUMALANGA,"ARTS, CULTURE & NATIONAL HERITAGE",241567
43474,Amass,MPUMALANGA,CHARITIES,2003244
43474,Amass,MPUMALANGA,CHARITIES,2003244
44706,Basizeni Association For The Disabled,MPUMALANGA,CHARITIES,319200
44515,Belfast Rusoord,MPUMALANGA,CHARITIES,315445
50141,Bhekisizwe Home Based Care,MPUMALANGA,CHARITIES,326330
50141,Bhekisizwe Home Based Care,MPUMALANGA,CHARITIES,326330
44095,Boiketlo Health Care,MPUMALANGA,CHARITIES,121159
43866,Child Welfare South Africa Emalahleni,MPUMALANGA,CHARITIES,788566
35474,Christelik Maatskaplike Raad Delmas,MPUMALANGA,CHARITIES,326460
41611,Christelik Maatskaplike Raad Van Mpumalanga: Laeveld,MPUMALANGA,CHARITIES,724709
52415,Christelik Maatskaplike Raad Van Piet Retief,MPUMALANGA,CHARITIES,300000
44068,Christelik Maatskaplike Raad Van Witbank,MPUMALANGA,CHARITIES,57793
53369,Christelik Maatskaplike Raad Van Witbank,MPUMALANGA,CHARITIES,211000
44519,Christelik Maatskaplike Raad: Volksrust,MPUMALANGA,CHARITIES,100305
49919,Christelik Maatskaplike Raad: Volksrust,MPUMALANGA,CHARITIES,144694
53035,"Ebenezer Welfare, Supporting And Caring Organisation",MPUMALANGA,CHARITIES,165000
50634,Ekhayalethu Educare,MPUMALANGA,CHARITIES,74950
49872,Empilweni Day Care Centre,MPUMALANGA,CHARITIES,142500
42444,Empilweni Home Based Care,MPUMALANGA,CHARITIES,297515
44443,Entokozweni Home Based Care,MPUMALANGA,CHARITIES,123100
41761,Gekombineerde Skool Hendrina,MPUMALANGA,CHARITIES,687450
35481,Gijamphezeni Primary School,MPUMALANGA,CHARITIES,303984
37213,God Cares Day Care Centre,MPUMALANGA,CHARITIES,207292
41700,Gugulethu St Benedict's Home For The Aged,MPUMALANGA,CHARITIES,2369066
38989,Andisa Primary School,MPUMALANGA,SPORT & RECREATION,200000
38995,Bekezela Primary School,MPUMALANGA,SPORT & RECREATION,200000
39051,Bhejani Primary School,MPUMALANGA,SPORT & RECREATION,350000
38838,Bukhosibetfu  Primary School,MPUMALANGA,SPORT & RECREATION,250000
39202,Crocodile Valley School,MPUMALANGA,SPORT & RECREATION,111198
47500,Dumezizweni Primary School,MPUMALANGA,SPORT & RECREATION,523295
47500,Dumezizweni Primary School,MPUMALANGA,SPORT & RECREATION,523295
47644,Eckson Masotja Chiloane Primary School,MPUMALANGA,SPORT & RECREATION,400000
39090,Emakhazeni Local Municipality,MPUMALANGA,SPORT & RECREATION,334000
47883,Emfundweni Primary School,MPUMALANGA,SPORT & RECREATION,200000
47781,Floraphophe Primary School,MPUMALANGA,SPORT & RECREATION,400000
47781,Floraphophe Primary School,MPUMALANGA,SPORT & RECREATION,224932
46257,Fundukhuphuke Senior Phase School,MPUMALANGA,SPORT & RECREATION,371982
48013,Gekombineerde Skool Hendrina,MPUMALANGA,SPORT & RECREATION,186835
39048,Gekombineerde Skool Ogies,MPUMALANGA,SPORT & RECREATION,300000
39104,Gugulethu Primary School,MPUMALANGA,SPORT & RECREATION,200000
39006,Hlomani Secondary School,MPUMALANGA,SPORT & RECREATION,200001
38974,Hoerskool Kriel,MPUMALANGA,SPORT & RECREATION,300000
49032,Hokwe Primary School,MPUMALANGA,SPORT & RECREATION,180000
39061,I.M. Manchu Secondary School,MPUMALANGA,SPORT & RECREATION,213200
46174,Intuthuko Secondary School,MPUMALANGA,SPORT & RECREATION,638545
48739,Isibanisesizwe Primary School,MPUMALANGA,SPORT & RECREATION,180000
48095,Kabete Primary School,MPUMALANGA,SPORT & RECREATION,172087
47588,Khangela Primary School,MPUMALANGA,SPORT & RECREATION,180000
46435,Khanyisa Primary School,MPUMALANGA,SPORT & RECREATION,531900
39050,Khayelihle Primary School,MPUMALANGA,SPORT & RECREATION,185656
39050,Khayelihle Primary School,MPUMALANGA,SPORT & RECREATION,314344
48732,Khula -Sakhile Secondary School,MPUMALANGA,SPORT & RECREATION,187770
47860,Laerskool Eloff,MPUMALANGA,SPORT & RECREATION,274704
48007,Laerskool Jeugkrag,MPUMALANGA,SPORT & RECREATION,178803
48018,Lehlasedi Senior Secondary School,MPUMALANGA,SPORT & RECREATION,180000
38967,Leonard Ntshuntshe Secondary School,MPUMALANGA,SPORT & RECREATION,200000
47414,Leseli Combined School,MPUMALANGA,SPORT & RECREATION,175900
47414,Leseli Combined School,MPUMALANGA,SPORT & RECREATION,176900
47991,Letshele Senior Secondary School,MPUMALANGA,SPORT & RECREATION,150000
48906,Litho Secondary School,MPUMALANGA,SPORT & RECREATION,180395
48901,Loding Primary School,MPUMALANGA,SPORT & RECREATION,186741
47504,Lot-Mashiane Secondary School,MPUMALANGA,SPORT & RECREATION,549999
47586,Madile Primary School,MPUMALANGA,SPORT & RECREATION,180000
47468,Madizi Secondary School,MPUMALANGA,SPORT & RECREATION,500000
47468,Madizi Secondary School,MPUMALANGA,SPORT & RECREATION,500000
47821,Masinakane Special School,MPUMALANGA,SPORT & RECREATION,140000
39069,Masizakhe Secondary School,MPUMALANGA,SPORT & RECREATION,550000
48048,Mavula Primary School,MPUMALANGA,SPORT & RECREATION,180000
38992,Mbedlwana Senior Secondary School,MPUMALANGA,SPORT & RECREATION,200000
39032,Mbuduma Secondary School,MPUMALANGA,SPORT & RECREATION,250000
46331,Mmamatli Primary School,MPUMALANGA,SPORT & RECREATION,484790
39081,Mmasekaseka Combined School,MPUMALANGA,SPORT & RECREATION,300000
48816,Moduping Higher Primary School,MPUMALANGA,SPORT & RECREATION,185978
47784,Mokgawane Primary School,MPUMALANGA,SPORT & RECREATION,500000
47779,Moutse Primary School,MPUMALANGA,SPORT & RECREATION,140000
47992,Mpisane Primary School,MPUMALANGA,SPORT & RECREATION,180000
37815,Mpumalanga Cricket Union,MPUMALANGA,SPORT & RECREATION,1436750
46555,Mpumalanga Cricket Union,MPUMALANGA,SPORT & RECREATION,1455000
46308,Mpumalanga Province Swimming,MPUMALANGA,SPORT & RECREATION,746038
46556,Mpumalanga Tenpin Bowling Association,MPUMALANGA,SPORT & RECREATION,506612
38922,Mtimandze Secondary School,MPUMALANGA,SPORT & RECREATION,200000
47776,Musa Secondary School,MPUMALANGA,SPORT & RECREATION,300000
47776,Musa Secondary School,MPUMALANGA,SPORT & RECREATION,400000
47707,N.P Mathabela Secondary School,MPUMALANGA,SPORT & RECREATION,195000
47903,Ndayi Primary School,MPUMALANGA,SPORT & RECREATION,186600
48092,Ndedema Primary School,MPUMALANGA,SPORT & RECREATION,180000
48365,Ndimande Primary School,MPUMALANGA,SPORT & RECREATION,180000
