Project Number,Sector,Province,Name,Amount
71445,CHARITIES,LIMPOPO,Reholegile Child Development Centre,521349.0
71449,CHARITIES,LIMPOPO,Themedi Creche & Pre-School,102800.0
71484,CHARITIES,LIMPOPO,Evelyn Lekganyane Home Based Care,364000.0
71494,CHARITIES,LIMPOPO,Blue Cross South Africa,236000.0
71531,CHARITIES,LIMPOPO,Thakamangana Creche,136612.0
71547,CHARITIES,LIMPOPO,Home of Faith Centre,138200.0
71560,CHARITIES,LIMPOPO,Gamanoke Community Home Based Care,182250.0
71564,CHARITIES,LIMPOPO,Seage Managa Pre-School,159500.0
71567,CHARITIES,LIMPOPO,Pholoshong Home Based Care,155000.0
71575,CHARITIES,LIMPOPO,Rekhuditse Creche,266900.0
71577,CHARITIES,LIMPOPO,Ithuteng Creche,197690.0
71582,CHARITIES,LIMPOPO,Botlokwa Disabled Centre,220200.0
71583,CHARITIES,LIMPOPO,Empirical Educare Centre,96500.0
71586,CHARITIES,LIMPOPO,Botshabelo Drop in and Multi-Purpose Centre,249312.0
71589,CHARITIES,LIMPOPO,Rephephile Rakgona Drop-In Centre,154750.0
71593,CHARITIES,LIMPOPO,Tikedzani Day Care Centre,107250.0
71594,CHARITIES,LIMPOPO,Itsosheng Community Home Based Care,327500.0
71595,CHARITIES,LIMPOPO,Ikageng Kromhoek,219400.0
71596,CHARITIES,LIMPOPO,Tlhakodisa Creche,152663.0
71603,CHARITIES,LIMPOPO,Tshino-Ramukhuba HBC and AIDS Awareness,134500.0
71606,CHARITIES,LIMPOPO,Lehlabile Home based Care Orphans and Vulnerable Children,637000.0
71610,CHARITIES,LIMPOPO,Davhana Society for the Care of the Aged,616330.0
71611,CHARITIES,LIMPOPO,Santa Chuene Branch,204200.0
71612,CHARITIES,LIMPOPO,Kokana Drop-In Centre,196860.0
71617,CHARITIES,LIMPOPO,Mankopane Community Educare,30900.0
71619,CHARITIES,LIMPOPO,Bob Mmola Drop-In Centre,434000.0
71624,CHARITIES,LIMPOPO,Kgatelopele Community Home Based Care,160250.0
71634,CHARITIES,LIMPOPO,Swaranang Drop-In Centre,269198.0
71639,CHARITIES,LIMPOPO,Mosetha Drop-In Centre,182500.0
71653,CHARITIES,LIMPOPO,Tsoga O Itirele Youth Placement Agency,105725.0
71659,CHARITIES,LIMPOPO,Tsoshanang Home Community Based Care,190850.0
71662,CHARITIES,LIMPOPO,Mahlahlelane Drop-In Centre,135525.0
71676,CHARITIES,LIMPOPO,Re A Gona Mankweng Drop-in Centre for Orphans & Vulnerable Children,467000.0
71683,CHARITIES,LIMPOPO,Direlang Project,348705.0
71689,CHARITIES,LIMPOPO,Re Tla Kgona National Health Promotion Organisation,100500.0
71713,CHARITIES,LIMPOPO,Kodumela Moepathutse Drop-In Centre,352700.0
71716,CHARITIES,LIMPOPO,Maledu Creche,295500.0
71719,CHARITIES,LIMPOPO,Mahatlani Community Creche,109650.0
71720,CHARITIES,LIMPOPO,Vonani-Hlulani Pre-School,128500.0
71723,CHARITIES,LIMPOPO,Phafogang Mabulane Home Community Based Care,168325.0
71724,CHARITIES,LIMPOPO,Mamela Creche,126750.0
71725,CHARITIES,LIMPOPO,Makofane Home Community Based Care(HCBC),210000.0
71733,CHARITIES,LIMPOPO,Lesedi Service Centre,89586.0
71748,CHARITIES,LIMPOPO,Kgotlelelang Creche,178754.0
71755,CHARITIES,LIMPOPO,Shimanyana Community Creche,119154.0
71757,CHARITIES,LIMPOPO,Lebopo Community Home Based Care,482300.0
71758,CHARITIES,LIMPOPO,Ellias Motsoaledi Community Creche,131000.0
71772,CHARITIES,LIMPOPO,Matama Home Based Care,160078.0
71773,CHARITIES,LIMPOPO,Maseakhane Creche & Pre-School,234363.0
71776,CHARITIES,LIMPOPO,Bright Mbhokota Pre-School,128700.0
71777,CHARITIES,LIMPOPO,Pitsi A Bo Mmamphoro Drop-In Centre,192250.0
71778,CHARITIES,LIMPOPO,Charlotte Makgomo Mannya-Maxeke Drop-In Centre,467500.0
71782,CHARITIES,LIMPOPO,Magkodu Drop-In Centre,219150.0
71785,CHARITIES,LIMPOPO,Mamuthalusi Open Care Organisation,401000.0
71786,CHARITIES,LIMPOPO,Tiyani Pre-School,109150.0
71791,CHARITIES,LIMPOPO,Itsosheng Community Development,445000.0
71801,CHARITIES,LIMPOPO,Mamphekgo Creche,112036.0
71809,CHARITIES,LIMPOPO,Ranoto Drop In Centre,487692.0
71814,CHARITIES,LIMPOPO,Ritshidze Multi-Purpose Centre,167450.0
71820,CHARITIES,LIMPOPO,Tshikonelo Home Based Care,135500.0
71826,CHARITIES,LIMPOPO,Mahubahube Home Based Care,496900.0
71828,CHARITIES,LIMPOPO,Maniini Community Project for Disabled & Orphans,87950.0
71870,CHARITIES,LIMPOPO,Help us All,190574.0
71872,CHARITIES,LIMPOPO,Thukakgaladi Integrated Development Project,346433.0
71878,CHARITIES,LIMPOPO,Childline Limpopo,909500.0
71904,CHARITIES,LIMPOPO,Swazimnyamane Home Community Based Care,210250.0
71912,CHARITIES,LIMPOPO,Vongani Child & Youth Care Development,375000.0
71915,CHARITIES,LIMPOPO,Magakala Home Based Care,238500.0
71943,CHARITIES,LIMPOPO,Mogalatsane Creche,147000.0
71955,CHARITIES,LIMPOPO,Sebafelelengpelo HBC,231500.0
71966,CHARITIES,LIMPOPO,Itekeng Home Based Care,332600.0
71969,CHARITIES,LIMPOPO,Koko-Khutsa Community Creche,232500.0
71981,CHARITIES,LIMPOPO,Serefeteng Home Based Care,133500.0
71984,CHARITIES,LIMPOPO,Masemola Community Home Based Care,294393.0
72002,CHARITIES,LIMPOPO,Reatlegile Day Care Centre,9800.0
72019,CHARITIES,LIMPOPO,Lejampholo Community Creche,79500.0
72052,CHARITIES,LIMPOPO,Thabang Home Based Care,377100.0
72068,CHARITIES,LIMPOPO,Makgeila Creche,109493.0
72072,CHARITIES,LIMPOPO,Kgaladi Creche,158434.0
72088,CHARITIES,LIMPOPO,Tsosanang Drop-In Centre,214550.0
72129,CHARITIES,LIMPOPO,Londanani Care Creche,455500.0
72131,CHARITIES,LIMPOPO,Tsoseletso Community Home Based Care,171730.0
72155,CHARITIES,LIMPOPO,Fanang-Diatla Creche,51950.0
72156,CHARITIES,LIMPOPO,Elandskraal Home Based Care,119345.0
72161,CHARITIES,LIMPOPO,Modimonthuse Home Based Care,159842.0
72173,CHARITIES,LIMPOPO,Shammah Drop-In Centre,424200.0
72322,CHARITIES,LIMPOPO,Religious HIV and AIDS Project,626998.0
72475,CHARITIES,LIMPOPO,SAVF Thabazimbi,312880.0
72817,CHARITIES,LIMPOPO,Mandela Paradise Pre-School,636204.0
75140,MISCELLANEOUS PURPOSES,LIMPOPO,Akanani Rural Development Association,3000000.0
75261,MISCELLANEOUS PURPOSES,LIMPOPO,Dikwena Tse Botse Tsa Ga Matsepe Cultural Music,584000.0
75272,MISCELLANEOUS PURPOSES,LIMPOPO,Limpopo Economic Development Enterprise,3000000.0
38163,MISCELLANEOUS PURPOSES,LIMPOPO,Borume Primary School,500000.0
75091,MISCELLANEOUS PURPOSES,LIMPOPO,St Joseph's Community Centre,1301630.5
75261,MISCELLANEOUS PURPOSES,LIMPOPO,Dikwena Tse Botse Tsa Ga Matsepe Cultural Music,216000.0
75367,MISCELLANEOUS PURPOSES,LIMPOPO,Vhembe Health & Fitness Centre,4354727.47
75426,MISCELLANEOUS PURPOSES,LIMPOPO,Limpopo Youth Orchestra,1054418.0
75457,MISCELLANEOUS PURPOSES,LIMPOPO,Mbidzo Development Programme,4200000.0
75460,MISCELLANEOUS PURPOSES,LIMPOPO,Mamali Sikhwivhilu Primary School,351000.0
77032,MISCELLANEOUS PURPOSES,LIMPOPO,Matangari Home of Relief Centre,6000000.0
80348,MISCELLANEOUS PURPOSES,LIMPOPO,Konani Pfunzo Learning Centre,3500000.0
26472,SPORTS,LIMPOPO,Polokwane Golf Club,300000.0
64926,SPORTS,LIMPOPO,Sekhukhune College FET,1000000.0
64819,SPORTS,LIMPOPO,Sesoai H P School,100000.0
64959,SPORTS,LIMPOPO,Esau Mosedame Primary School,89250.0
64904,SPORTS,LIMPOPO,Makgoathane Primary School,100000.0
62637,SPORTS,LIMPOPO,Mutsetweni School Committee,100000.0
64995,SPORTS,LIMPOPO,Pietersburg Hoerskool,94000.0
60726,SPORTS,LIMPOPO,Seripa High School,100000.0
62037,SPORTS,LIMPOPO,Gilbert Ndanganeni Primary,100000.0
48333,SPORTS,LIMPOPO,Kopanang Lower & Higher Primary School,180000.0
60709,SPORTS,LIMPOPO,Vele Secondary School,100000.0
65047,SPORTS,LIMPOPO,Mashau Thenga Community Creche,50000.0
64041,SPORTS,LIMPOPO,Age In Action,44499.65
48085,SPORTS,LIMPOPO,Moilanong Matsepe Primary School,180000.0
61733,SPORTS,LIMPOPO,Ngwanakwena Secondary School,50000.0
60892,SPORTS,LIMPOPO,Joseph Maenetja Primary School,108030.0
61068,SPORTS,LIMPOPO,Mutoti Senior Primary School,50000.0
64916,SPORTS,LIMPOPO,Kabela Secondary School,96209.95
64856,SPORTS,LIMPOPO,Mamothalo High Primary,64679.4
63977,SPORTS,LIMPOPO,Tladi HP School,100000.0
61265,SPORTS,LIMPOPO,Mogoshi Primary School,91945.71
64009,SPORTS,LIMPOPO,Lavhurala Primary School,100000.0
61748,SPORTS,LIMPOPO,Mutuwafethu Primary School,50000.0
61995,SPORTS,LIMPOPO,Tshikombani Primary School,99999.0
63186,SPORTS,LIMPOPO,Nkoana Primary School,100046.94
61384,SPORTS,LIMPOPO,Tivoneleni School,48195.0
63987,SPORTS,LIMPOPO,Botlokwa School,100000.0
48703,SPORTS,LIMPOPO,Muthuli Primary School,180000.0
64784,SPORTS,LIMPOPO,Bergvlam Primary School,98799.0
63187,SPORTS,LIMPOPO,Kgetsa Primary School,99806.94
62043,SPORTS,LIMPOPO,B.R Nemulodi School,100000.0
60555,SPORTS,LIMPOPO,Belemu Senior Primary School,100000.0
61115,SPORTS,LIMPOPO,Kurulen Primary School,50000.0
61575,SPORTS,LIMPOPO,Magoshi Primary School,100000.0
62657,SPORTS,LIMPOPO,Shikatsa School Committee,100000.0
62061,SPORTS,LIMPOPO,Thinashaka School,100000.0
63081,SPORTS,LIMPOPO,Makgato High School,100000.0
48316,SPORTS,LIMPOPO,Mogaladi Primary School,100000.0
37495,SPORTS,LIMPOPO,Motsephiri Primary School,50000.0
64985,SPORTS,LIMPOPO,Mahlodumela Full Service School,96500.0
65024,SPORTS,LIMPOPO,Maloba Primary School,98040.0
48068,SPORTS,LIMPOPO,Makoko Secondary School,182490.0
62051,SPORTS,LIMPOPO,Tshikondeni Primary School,100000.0
60538,SPORTS,LIMPOPO,Tshixwadza School,100000.0
48404,SPORTS,LIMPOPO,Bergvlam Primary School,80000.0
65011,SPORTS,LIMPOPO,Frank Mashile Secondary School,100000.0
65020,SPORTS,LIMPOPO,Hipambukile School,100000.0
62069,SPORTS,LIMPOPO,Matsika School Committee,100000.0
60949,SPORTS,LIMPOPO,Tshishonga School Governance,49999.75
63017,SPORTS,LIMPOPO,Rekhuditse Creche,39972.74
63190,SPORTS,LIMPOPO,Mabeba Primary School,99996.94
61089,SPORTS,LIMPOPO,Ramaite Primary School,100670.0
62242,SPORTS,LIMPOPO,Lobamba Secondary School,90493.2
64880,SPORTS,LIMPOPO,Ditsepu Secondary School,79688.99
64887,SPORTS,LIMPOPO,Mamokaile Primary School,99499.7
47796,SPORTS,LIMPOPO,Abraham Serote Senior Secondary School,142620.0
61909,SPORTS,LIMPOPO,Khanani Primary School,50000.0
64962,SPORTS,LIMPOPO,Vrederust Independent School,209734.04
65010,SPORTS,LIMPOPO,Mankopane Community School,94199.99
64356,SPORTS,LIMPOPO,Makhuvha School Committee,100000.0
62243,SPORTS,LIMPOPO,Khomanani Secondary School,100000.0
62597,SPORTS,LIMPOPO,Makopung Primary School,100000.0
61177,SPORTS,LIMPOPO,Motlolatsoku Primary School,99180.0
38097,SPORTS,LIMPOPO,Waterberg FET College,720000.0
37655,SPORTS,LIMPOPO,MW Kgatla Primary School,300000.0
64842,SPORTS,LIMPOPO,Thukakgaladi Integrated Development Project,50000.0
63252,SPORTS,LIMPOPO,Mongobong Community Creche & Pre-School,46335.49
62942,SPORTS,LIMPOPO,Itekeng Ntagane Creche,46780.0
48362,SPORTS,LIMPOPO,Magoletsa Secondary School,100000.0
60890,SPORTS,LIMPOPO,Modupi Primary School,95520.6
61884,SPORTS,LIMPOPO,Moteti Primary School,50000.0
64912,SPORTS,LIMPOPO,Kgopodi Primary School,97990.0
48153,SPORTS,LIMPOPO,Legapana Primary School,180000.0
37483,SPORTS,LIMPOPO,Tshiungulela Secondary School,240000.0
48651,SPORTS,LIMPOPO,Thifhuriwi Primary School,100000.0
37956,SPORTS,LIMPOPO,Phagameng High School,250000.0
46286,SPORTS,LIMPOPO,Mashaa Primary School,505034.0
62933,SPORTS,LIMPOPO,Ithuteng Creche,58542.0
60992,SPORTS,LIMPOPO,Gindikindi Senior Primary School,42392.0
62664,SPORTS,LIMPOPO,Makalakanye Primary School,96638.36
64112,SPORTS,LIMPOPO,Tshilidzi Community Creche,50000.0
62518,SPORTS,LIMPOPO,Tshivhuyuni Primary School,100000.0
61625,SPORTS,LIMPOPO,Nkomo Primary School,100000.0
62705,SPORTS,LIMPOPO,Boduma Primary School,100000.0
72715,SPORTS,LIMPOPO,Mopani District United School Sports Association,246000.0
75305,SPORTS,LIMPOPO,Vhembe Health & Fitness Centre,2500000.0
63553,SPORTS,LIMPOPO,Maolinyana Day Care Centre,55050.0
63026,SPORTS,LIMPOPO,Pitsi A Mashilo Primary School,100000.0
63638,SPORTS,LIMPOPO,Pfukani Ealry Learning Centre,53400.0
48321,SPORTS,LIMPOPO,Maupa Primary School,99600.0
46438,SPORTS,LIMPOPO,Mufeba Primary School,400000.0
64973,SPORTS,LIMPOPO,Hlaneki Primary School,94100.0
61914,SPORTS,LIMPOPO,George-Mswazi High School,100000.0
63974,SPORTS,LIMPOPO,Khunwana Primary School,100000.0
61917,SPORTS,LIMPOPO,Makhosani Primary School,100000.0
61399,SPORTS,LIMPOPO,Frank Mukhaswakule School,50000.0
60546,SPORTS,LIMPOPO,Tshino Primary School,200000.0
61109,SPORTS,LIMPOPO,Skhosana School Committee,50000.0
47757,SPORTS,LIMPOPO,Nthuba High School,100000.0
63433,SPORTS,LIMPOPO,Maphuthe Primary School,100000.0
62244,SPORTS,LIMPOPO,Majosi School Committee,100000.0
48875,SPORTS,LIMPOPO,Nthabiseng School,100000.0
72485,SPORTS,LIMPOPO,Sekwala Lower Primary School,100000.0
48691,SPORTS,LIMPOPO,Morotse Combined Primary School,100000.0
47132,SPORTS,LIMPOPO,Tshimbiluni Senior Primary School,180000.0
72570,SPORTS,LIMPOPO,Potlake Secondary School,94050.0
64943,SPORTS,LIMPOPO,Mangakane Primary School,93146.94
60883,SPORTS,LIMPOPO,Motumpane Day Care Centre,24175.0
60541,SPORTS,LIMPOPO,Velelambeu Secondary School,100000.0
62641,SPORTS,LIMPOPO,Ndlhavheya Primary School,100000.0
48870,SPORTS,LIMPOPO,Tshikevha Christian School,100000.0
61913,SPORTS,LIMPOPO,Jaji Secondary School,100000.0
62204,SPORTS,LIMPOPO,Manepa Day Care Centre,49000.0
62648,SPORTS,LIMPOPO,Mahatlane-Wayeni High School,100000.0
48802,SPORTS,LIMPOPO,Humula Secondary School,186619.75
48497,SPORTS,LIMPOPO,Moleketla Community School,100000.0
48496,SPORTS,LIMPOPO,Margret Shiluvane Primary Shool,106550.0
60974,SPORTS,LIMPOPO,Khethapoye Primary School,49000.0
64383,SPORTS,LIMPOPO,Mohlamme Secondary School,95258.3
64834,SPORTS,LIMPOPO,Bosemahla Higher Primary School,69799.99
63965,SPORTS,LIMPOPO,Mavele School Committee,100000.0
64996,SPORTS,LIMPOPO,Khanimamba Training & Resource Centre,49215.0
64920,SPORTS,LIMPOPO,Mamasegare Primary School,100000.0
64866,SPORTS,LIMPOPO,Matianyane Primary School,100000.0
63229,SPORTS,LIMPOPO,Tshweni High School,100000.0
64975,SPORTS,LIMPOPO,Tagane Primary School,100000.0
64950,SPORTS,LIMPOPO,Mogaladi Primary School,100000.0
62658,SPORTS,LIMPOPO,Hangalakani School,49980.48
64027,SPORTS,LIMPOPO,Bright Morning Star Nursery School,62777.68
63882,SPORTS,LIMPOPO,Mninginisi Early Learning Centre,49850.0
64999,SPORTS,LIMPOPO,Ramongwana Primary School,98000.0
61362,SPORTS,LIMPOPO,Mphagane School,50000.0
48327,SPORTS,LIMPOPO,Femane Primary School,180000.0
47725,SPORTS,LIMPOPO,Maolwe High School,126000.0
62949,SPORTS,LIMPOPO,Dr Dixon Mphahlele Primary School,102500.0
62920,SPORTS,LIMPOPO,Serokolo Secondary School,96450.0
64964,SPORTS,LIMPOPO,Lehlabile Youth Project,46536.99
64004,SPORTS,LIMPOPO,Mashau Primary School,100000.0
64219,SPORTS,LIMPOPO,Munwai Primary School,100000.0
63999,SPORTS,LIMPOPO,Kokwane Primary School,100000.0
32620,SPORTS,LIMPOPO,Capricorn FET College,1005000.0
37467,SPORTS,LIMPOPO,Lwamondo High School,353400.0
37746,SPORTS,LIMPOPO,Manwagae High School,49460.6
46471,SPORTS,LIMPOPO,Letaba FET College,690000.0
47624,SPORTS,LIMPOPO,Rachebole Primary School,188000.0
47719,SPORTS,LIMPOPO,Ngwana Masedi High School,179950.0
47915,SPORTS,LIMPOPO,Matsedi Lower Primary School,113000.0
47947,SPORTS,LIMPOPO,Thakgudi High School,180000.0
48033,SPORTS,LIMPOPO,Toronto Primary School,194476.0
48345,SPORTS,LIMPOPO,Senwabakgolo Secondary School,104875.0
48501,SPORTS,LIMPOPO,Miragoma Primary School,100000.0
48519,SPORTS,LIMPOPO,Bolobedu Primary School,108925.0
48580,SPORTS,LIMPOPO,Vuthlari High School,70014.51
48792,SPORTS,LIMPOPO,Ntsako Secondary School,176000.0
48828,SPORTS,LIMPOPO,Mmatholo Primary School,99995.0
48919,SPORTS,LIMPOPO,Venus Primary School,180000.0
48932,SPORTS,LIMPOPO,Cleremont Primary School,140100.0
48949,SPORTS,LIMPOPO,Taung High School,180000.0
60648,SPORTS,LIMPOPO,Lukwarani Primary School,100000.0
60675,SPORTS,LIMPOPO,Mubalanganyi Secondary School,100000.0
60686,SPORTS,LIMPOPO,Sekuruwe School,100000.0
60745,SPORTS,LIMPOPO,Seetla Primary School,100000.0
60873,SPORTS,LIMPOPO,Ngwako Mathekga Educare Centre,24175.0
60885,SPORTS,LIMPOPO,Modika Secondary School,100000.0
60948,SPORTS,LIMPOPO,Senwamokgope Pre-School,100000.0
60952,SPORTS,LIMPOPO,Thapane Primary School,50000.0
60960,SPORTS,LIMPOPO,Ooghoek School,50000.0
60980,SPORTS,LIMPOPO,Mokutupi Primary School,47975.0
61063,SPORTS,LIMPOPO,Waterval High School,50000.0
61068,SPORTS,LIMPOPO,Mutoti Senior Primary School,50000.0
61105,SPORTS,LIMPOPO,Sithumani School,50000.0
61227,SPORTS,LIMPOPO,Xivodze Junior Primary School,100000.0
61391,SPORTS,LIMPOPO,Edzisani Primary School,100000.0
61884,SPORTS,LIMPOPO,Moteti Primary School,50000.0
61910,SPORTS,LIMPOPO,Bungeni Primary School,100000.0
62045,SPORTS,LIMPOPO,Tshipako Primary School,100000.0
62053,SPORTS,LIMPOPO,Tshidongololwe Primary School,100000.0
62066,SPORTS,LIMPOPO,Tshirolwe Primary School,100000.0
62172,SPORTS,LIMPOPO,Malopeng Primary School,99519.6
62177,SPORTS,LIMPOPO,Sehlare Primary School,98144.5
62193,SPORTS,LIMPOPO,Selae Day Care Centre,102050.0
62199,SPORTS,LIMPOPO,Maphutha Day Care Centre,51050.0
62436,SPORTS,LIMPOPO,University of Venda,1200000.0
62614,SPORTS,LIMPOPO,Magezi Majosi Primary School,100000.0
62643,SPORTS,LIMPOPO,Caledon Primary School,100000.0
62690,SPORTS,LIMPOPO,OR Tambo Secondary School,99898.0
62733,SPORTS,LIMPOPO,Mapula Primary School,100000.0
62904,SPORTS,LIMPOPO,Molomahlapi High School,97696.86
62927,SPORTS,LIMPOPO,Mahlatjane Primary School,97360.0
62953,SPORTS,LIMPOPO,Eureka Project School,97350.0
63034,SPORTS,LIMPOPO,Mohlahlane Primary School,83700.0
63256,SPORTS,LIMPOPO,Matshelane-Mothapo Primary School,91834.39
63481,SPORTS,LIMPOPO,Rabohale Day Care Centre,71320.0
64002,SPORTS,LIMPOPO,Mashila Senior Primary School,100000.0
64015,SPORTS,LIMPOPO,Tshivhulana Primary School,100000.0
64023,SPORTS,LIMPOPO,Makuya Secondary school,100000.0
64074,SPORTS,LIMPOPO,Lamvi Primary School,100000.0
64120,SPORTS,LIMPOPO,Khubvi Primary School,100000.0
64126,SPORTS,LIMPOPO,Jim Masindi Primary School,100000.0
64176,SPORTS,LIMPOPO,Hanyani Thomo High School,96761.8
64179,SPORTS,LIMPOPO,Mohale Primary School,100000.0
64224,SPORTS,LIMPOPO,Murangoni Primary School,100000.0
64369,SPORTS,LIMPOPO,Takalani Ngawedzeni Primary School,100000.0
64738,SPORTS,LIMPOPO,Bathopele Secondary School,100000.0
64832,SPORTS,LIMPOPO,Selebalo Senior Secondary School,100000.0
64869,SPORTS,LIMPOPO,Limpopo Academy of Sport,1500000.0
64873,SPORTS,LIMPOPO,Mmushi Primary School,90830.0
64900,SPORTS,LIMPOPO,PT Matlala Secondary School,100000.0
64913,SPORTS,LIMPOPO,NTJI Mothapo Primary School,98719.0
64915,SPORTS,LIMPOPO,Jonas Lesetja Ledwaba Primary School,100000.0
64946,SPORTS,LIMPOPO,Tlhotlhonya Primary School,100000.0
64949,SPORTS,LIMPOPO,Boiketlo Primary School,100000.0
64978,SPORTS,LIMPOPO,Masebudi Primary School,100000.0
64998,SPORTS,LIMPOPO,Muninginisi Primary School,100000.0
65012,SPORTS,LIMPOPO,Gija-Ngove High School,90000.0
65046,SPORTS,LIMPOPO,Gwara Gwara Primary School,99998.76
65288,SPORTS,LIMPOPO,Leseding Centre for Mentally Handicapped,50000.0
66492,SPORTS,LIMPOPO,Rakgoadi Primary School,105200.0
75305,SPORTS,LIMPOPO,Vhembe Health & Fitness Centre,3000000.0
59127,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Allan M Trycha-Hlau Hlau Community Project,2323860.0
73469,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Powerline Primary School,200000.0
54669,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Healthcare Development and Training,730404.68
55385,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Sithabile Primary School,76352.4
72863,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Zigna Community Home Based Care Services,1200000.0
72949,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Sehlulile Primary School,200000.0
72958,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Matsulu Primary School,200000.0
73318,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,Laeveld Nasionale Kunstefees,2400000.0
74393,"ARTS, CULTURE AND NATIONAL HERITAGE",MPUMALANGA,M.O Mashego Lower Primary School,410553.96
66136,CHARITIES,MPUMALANGA,SAVF Louis Hildebrandt Kinderhuis,274000.0
66833,CHARITIES,MPUMALANGA,SAVF Standerton,292082.0
68039,CHARITIES,MPUMALANGA,SAVF Piet Retief,301108.0
66909,CHARITIES,MPUMALANGA,CMR Child and Youth Care Centre,191000.0
68256,CHARITIES,MPUMALANGA,Tholulwazi Pre-Primary School,152733.0
67096,CHARITIES,MPUMALANGA,Sibongamandla Care for the Aged & HIV/AIDS Project,63900.0
68372,CHARITIES,MPUMALANGA,Ekujabuleni Day Care Centre,136012.0
67393,CHARITIES,MPUMALANGA,SAVF Immergroen Home for Frail Aged,270000.0
66864,CHARITIES,MPUMALANGA,Nwantumberi Day Care Centre,297100.0
66454,CHARITIES,MPUMALANGA,Lydernburg Dienssentrum,172660.0
50351,CHARITIES,MPUMALANGA,Mpumelelo Educare Centre,279300.0
67795,CHARITIES,MPUMALANGA,Training Institute for Primary Health Care,217000.0
68343,CHARITIES,MPUMALANGA,FAMSA Highveldridge,386000.0
69301,CHARITIES,MPUMALANGA,Die Standerton Vereniging vir Bejaardes,190040.0
69693,CHARITIES,MPUMALANGA,Senzangothando Home Based Care,135000.0
68886,CHARITIES,MPUMALANGA,Christelike Maatskaplikeraad van Piet Retief,182500.0
70644,CHARITIES,MPUMALANGA,Inkululeko Home Base Care,172000.0
66560,CHARITIES,MPUMALANGA,Davieshof Sentrum,189200.0
62850,CHARITIES,MPUMALANGA,SAVF Middelburg Tehuis,196220.0
61156,CHARITIES,MPUMALANGA,Edinburgh C. Creche,253932.0
69829,CHARITIES,MPUMALANGA,Wings of Love Pre-School,101580.0
70820,CHARITIES,MPUMALANGA,Ithuteng Stimulation Day Care Centre,34475.0
67804,CHARITIES,MPUMALANGA,Mpumalanga Council for People with Disabilites,1195000.0
70104,CHARITIES,MPUMALANGA,Christian Social Council Witbank,202000.0
69102,CHARITIES,MPUMALANGA,Bongumusa  Day Care Cantre,133000.0
68451,CHARITIES,MPUMALANGA,Leandra Community Centre,186000.0
64918,CHARITIES,MPUMALANGA,Mawa Day Care Centre,81300.0
70306,CHARITIES,MPUMALANGA,Together Home Based Care,191641.0
66014,CHARITIES,MPUMALANGA,SPCA Bethal,222684.0
67230,CHARITIES,MPUMALANGA,SAVF Carolina Ons Eie Ouetehuis,397000.0
67625,CHARITIES,MPUMALANGA,Witbank Society for the Prevention of Cruelty to Animals,317000.0
68575,CHARITIES,MPUMALANGA,Injabulo HIV/ AIDS Community Project,138824.0
67386,CHARITIES,MPUMALANGA,Ntataise Lowveld Trust,671700.0
67992,CHARITIES,MPUMALANGA,Ukuzala Ukuzelula Old Age Centre,76750.0
68462,CHARITIES,MPUMALANGA,Huis Immergroen Piet Retief,182559.0
68127,CHARITIES,MPUMALANGA,Kinross Golden Oldies,214000.0
67991,CHARITIES,MPUMALANGA,Victim Support Centre,157900.0
68140,CHARITIES,MPUMALANGA,Life Line Nelspruit,438000.0
57476,CHARITIES,MPUMALANGA,Mokgawane Primary School,150000.0
71344,CHARITIES,MPUMALANGA,Kumani Pre-School,249000.0
67349,CHARITIES,MPUMALANGA,Multi- Purpose Creche,339670.0
