Date,"Project Number",Name,Amount
2017-05-05T00:00:00Z,93889,"LEARN &  LIVE CHRISTIAN CRECHE",207500.0
2017-08-17T00:00:00Z,93904,"COMMUNITY WOMEN ACTION",88000.0
2017-05-12T00:00:00Z,93905,"KHOTSO EDUCARE CENTRE",196286.0
2017-08-15T00:00:00Z,93910,"LUNCHBOX THEATRE",840000.0
2017-10-19T00:00:00Z,93912,"KANANELO CRECHE",100000.0
2017-05-12T00:00:00Z,93914,"THABANG PRE",106000.0
2017-12-05T00:00:00Z,93915,"INTUTHUKO CRECHE AND PRE",140000.0
2017-04-19T00:00:00Z,93916,"RETHABILE PRE",191000.0
2017-06-29T00:00:00Z,93916,"RETHABILE PRE",100.0
2017-05-12T00:00:00Z,93923,"IKETSETSE ITUMELE CRECHE",145920.0
2018-01-18T00:00:00Z,93923,"IKETSETSE ITUMELE CRECHE",100000.0
2017-08-01T00:00:00Z,93925,"TSHEPONG PRE",100000.0
2017-09-07T00:00:00Z,93929,"WESTLEIGH PRE SCHOOL",84000.0
2018-03-16T00:00:00Z,93929,"WESTLEIGH PRE",84000.0
2017-10-13T00:00:00Z,93930,"MOHAU CRECHE",165161.0
2017-08-01T00:00:00Z,93931,"SETSHABELO DAY CARE CRECHE",123832.0
2017-08-25T00:00:00Z,93945,"TSHISA TALENT",688000.0
2017-04-26T00:00:00Z,93951,"N.E. MAKHETHA DAY CARE CENTRE",100000.0
2018-01-09T00:00:00Z,93954,"CHESHIRE HOMES GAUTENG",79000.0
2017-11-17T00:00:00Z,93956,"REAMOHETSWE DAY CARE CENTRE",103427.0
2017-12-05T00:00:00Z,93963,"THEBE PRE",40000.0
2017-05-03T00:00:00Z,93967,"IPELENG EARLY LEARNING CENTRE",112600.0
2017-08-01T00:00:00Z,93970,"HOOGTE AND KANANA MULTI PURPOSE ORGANISATION",100000.0
2017-05-12T00:00:00Z,93974,"ITSOSENG DAY CARE CENTRE",204860.0
2017-08-01T00:00:00Z,93978,"ITHABELENG DAY CARE CENTRE",100000.0
2018-02-28T00:00:00Z,93981,"OREFILE DAY CARE CENTRE",132060.0
2017-08-30T00:00:00Z,93986,"HIV AND AIDS ABUSE COUNSELLING FOR COMMUNITY",80000.0
2017-10-02T00:00:00Z,93990,"SENEKAL CHILD CARE FORUM",100000.0
2017-08-01T00:00:00Z,94015,"BRENT PARK LUNCHEON CLUB",100000.0
2017-12-14T00:00:00Z,94026,"VELA NAWE PRE",141000.0
2018-02-09T00:00:00Z,94033,"THARI YA TSHEPE EDUCARE CENTRE",143297.0
2017-04-26T00:00:00Z,94038,"ONKGOPOLE DAY CARE CENTRE",90000.0
2017-12-14T00:00:00Z,94040,"HAPPY TOT'S DAY CARE CENTRE",98000.0
2017-05-12T00:00:00Z,94044,"BEYANG BANA PELE CRECHE",100000.0
2017-08-25T00:00:00Z,94046,"SMART KIDIO DAY CARE CENTRE",100000.0
2017-12-05T00:00:00Z,94049,"BUBBLES DAY CARE CENTRE",143000.0
2018-03-26T00:00:00Z,94051,SPCA,128000.0
2017-12-14T00:00:00Z,94057,"KRONENDAL MUSIC ACADEMY OF HOUT BAY",163020.0
2017-05-12T00:00:00Z,94060,"DIKETSO SPIRITUAL CENTRE",100000.0
2018-03-14T00:00:00Z,94060,"DIKETSO SPIRITUAL CENTRE",78800.0
2017-04-26T00:00:00Z,94065,RE,100000.0
2017-12-14T00:00:00Z,94065,RE,44029.0
2017-11-17T00:00:00Z,94088,"THULANI EDUCARE",78750.0
2017-08-01T00:00:00Z,94089,"SUN RISE PRE",200000.0
2017-12-14T00:00:00Z,94093,"LEHLOGONOLO DAY CARE CENTRE",130070.0
2017-06-29T00:00:00Z,94100,"SIZANANI BUNDU HOME BASED CARE",120500.0
2017-08-08T00:00:00Z,94105,"KHOTHALANG EDUCARE CENTRE",69100.0
2018-02-15T00:00:00Z,94110,"ZIMISELE CRECHE AND PRE",158000.0
2017-10-19T00:00:00Z,94115,"RETSHEPILE DAY CARE CENTRE",78100.0
2017-08-01T00:00:00Z,94124,"BAMBANANI SUPPORT GROUP",111400.0
2017-12-05T00:00:00Z,94137,"SAVF HENDRINA TEHUIS",40000.0
2018-01-18T00:00:00Z,94147,"ITHUSENG LUNCHEON CLUB",105126.0
2017-08-01T00:00:00Z,94155,"SIYAZENZELA PEOPLE WITH DISABILITIES",98898.0
2017-09-07T00:00:00Z,94159,"GENESIS CRECHE AND PRE",135600.0
2017-06-29T00:00:00Z,94164,"LESEDING DAY CARE CENTRE",141400.0
2017-08-30T00:00:00Z,94165,"KHUTSHOANE PRE",86450.0
2017-05-12T00:00:00Z,94169,"KUYASA DAY CARE",131698.5
2018-03-16T00:00:00Z,94169,"KUYASA DAY CARE",131698.0
2017-12-05T00:00:00Z,94177,"MASIQHUBEKE PRE",147094.0
2017-05-12T00:00:00Z,94178,"IKETSETSE EDUCARE CENTRE",34700.0
2018-02-09T00:00:00Z,94193,"SIZANANI MULTI",190650.0
2017-08-01T00:00:00Z,94200,"SIYATHUTHUKA DAY CARE CENTRE",136292.0
2017-04-21T00:00:00Z,94218,"RIXILE COMMUNITY CRECHE",80750.0
2018-02-09T00:00:00Z,94218,"RIXILE COMMUNITY CRECHE",80750.0
2017-12-20T00:00:00Z,94220,"LITTLE STAR PRE",25897.9
2017-12-05T00:00:00Z,94222,RE,393580.0
2017-04-21T00:00:00Z,94234,"MATLADIFEDILE PRE SCHOOL",97000.0
2018-02-09T00:00:00Z,94234,"MATLADIFEDILE PRE",97000.0
2017-10-19T00:00:00Z,94240,"JUNIOR DAY CARE CENTRE",80000.0
2018-03-05T00:00:00Z,94275,"BUNNY AND BEARS PRE",109352.0
2017-12-05T00:00:00Z,94277,"BOPHELO BONTLE ORGANIZATION",131700.0
2017-08-01T00:00:00Z,94290,"NOMYACA LUNCHEON CLUB",80000.0
2018-01-29T00:00:00Z,94310,"MAGABENI PRE",138000.0
2017-08-01T00:00:00Z,94311,"ISINAMUVA GOGO LUNCHEON CLUB",80000.0
2018-01-09T00:00:00Z,94314,"SISTERS OF MERCY SKILLS AND NUTRITION CENTRE",74000.0
2017-12-05T00:00:00Z,94326,"NOMVUYO DAY/AFTER CARE AND ORPHANAGE",129332.0
2018-01-16T00:00:00Z,94332,PATHWAYS,113940.0
2018-02-28T00:00:00Z,94337,"CONSORTIUM FOR WOMEN EMPOWERMENT & PROGRAMMES",134000.0
2018-02-23T00:00:00Z,94356,"LIFA LETHU PRE",123000.0
2017-05-12T00:00:00Z,94364,"SAVF MIDDELBURG BEHUISING",42000.0
2018-01-09T00:00:00Z,94367,THULU,129000.0
2017-09-07T00:00:00Z,94374,"CHRISTELIK MAATSKAPLIKE RAAD HENDRINA",87500.0
2017-09-28T00:00:00Z,94398,"TSHWARANANG EARLY LEARNING CENTRE",75410.0
2017-05-25T00:00:00Z,94414,"DIRISANANG INFORMATION & CARE GIVERS",112946.0
2018-02-09T00:00:00Z,94414,"DIRISANANG INFORMATION & CARE GIVERS",100000.0
2017-12-05T00:00:00Z,94418,"EKANGALA SENIOR CITIZEN",134040.0
2017-06-21T00:00:00Z,94428,"UBUNTU NON PROFIT ORGANISATION",145000.0
2017-12-14T00:00:00Z,94430,"LONELY PARK",107130.0
2018-01-19T00:00:00Z,94436,"SOUTH AFRICAN HISTORY ONLINE",280500.0
2017-08-17T00:00:00Z,94445,"PRINCESSS VLEI FORUM",100000.0
2018-02-28T00:00:00Z,94445,"PRINCESSS VLEI FORUM",24000.0
2017-06-29T00:00:00Z,94446,"KHULANOLWAZI DAY CARE CENTRE",90000.0
2017-08-23T00:00:00Z,94454,"DARKROOM CONTEMPORARY",366300.0
2017-12-05T00:00:00Z,94456,"PABALLO DAY CARE CENTRE PRE",127800.0
2017-12-14T00:00:00Z,94460,"MOKGWENG DAY CARE",79500.0
2017-12-14T00:00:00Z,94482,"SALVATION DAY",130300.0
2017-10-13T00:00:00Z,94488,"COMMUNITY LIFE CHANGING PROJECT",83803.0
2017-12-05T00:00:00Z,94520,"THLOLONG CARE OF THE AGED",90000.0
2018-03-16T00:00:00Z,94522,"DNHLALAKAHLE CRECHE AND PRE",80000.0
2017-08-30T00:00:00Z,94540,"GEORGE SOCIETY OF ARTS",84000.0
2018-03-16T00:00:00Z,94543,"PHAKAMANI DAY CARE & PRESCHOOL",123500.0
2018-01-16T00:00:00Z,94544,"L H C FOUNDATION",103000.0
2017-09-07T00:00:00Z,94548,"HLOMPHONG BOARDING & DAY CARE",121795.0
2017-08-30T00:00:00Z,94552,"TATAISANGWANA MATHS AND SCIENCE PROJECT",132700.0
2018-03-14T00:00:00Z,94552,"TATAISANGWANA MATHS AND SCIENCE PROJECT",100000.0
2017-05-25T00:00:00Z,94562,"THEMBELIHLE DAY CARE & PRE SCHOOL",99819.0
2017-12-14T00:00:00Z,94573,"BOTLHE DAY CARE CENTRE",118000.0
2017-05-05T00:00:00Z,94588,"MALERATO DAY CARE CENTRE",100000.0
2017-05-05T00:00:00Z,94590,"SONIA EDUCARE CENTRE",100000.0
2018-03-12T00:00:00Z,94592,"RETHABILE NURSERY & PRE",114000.0
2017-04-26T00:00:00Z,94606,"TATAISHO PRE",100000.0
2017-05-12T00:00:00Z,94609,"BOTUMELO EARLY LEARNING CENTRE",88700.0
2017-04-26T00:00:00Z,94611,"KGATELOPELE DAY CARE CENTRE",190520.0
2017-04-26T00:00:00Z,94612,"BOTLEHADI EDUCARE CENTRE",100000.0
2017-04-26T00:00:00Z,94613,"ITSOSENG BASADI PROJECT",100000.0
2017-04-26T00:00:00Z,94614,"MAROTHODI DAY CARE CENTER",118315.0
2018-02-09T00:00:00Z,94614,"MAROTHODI DAY CARE CENTER",100000.0
2017-04-26T00:00:00Z,94616,"ENGO FAMILY CARE SERVICES HENNENMAN/VIRGINIA",100000.0
2017-11-17T00:00:00Z,94616,"ENGO FAMILY CARE SERVICES HENNENMAN/VIRGINIA",53977.0
2017-08-21T00:00:00Z,94617,"REATLEGILE PRE SCHOOL",157000.0
2017-05-17T00:00:00Z,94618,"LERATO DAY CARE CENTRE AND PRE",100000.0
2017-04-26T00:00:00Z,94620,"MERAFE EARLY LEARNING CENTRE",130000.0
2017-04-26T00:00:00Z,94626,"KHUBETSWANA DAY CARE CENTRE",113120.0
2017-04-26T00:00:00Z,94629,"IPOPENG DAY CARE CENTRE",91082.0
2017-11-17T00:00:00Z,94630,"ITIRELENG PROJECT",80000.0
2017-08-01T00:00:00Z,94632,"TLHABOLOGANG DAY CARE CENTRE",196040.0
2017-11-14T00:00:00Z,94633,"IHOBE LEEBA CRECHE",122290.0
2017-05-05T00:00:00Z,94635,"WELCOME DAY CARE CENTRE",165000.0
2017-12-14T00:00:00Z,94635,"WELCOME DAY CARE CENTRE",100000.0
2017-07-20T00:00:00Z,94639,"FADIMEHA HIV/AIDS ORGANISATION",132800.0
2018-02-15T00:00:00Z,94640,VUKA,117500.0
2017-12-05T00:00:00Z,94647,"SHALOM COMMUNITY CARE CENTRE",100000.0
2018-02-28T00:00:00Z,94651,"NEW BEGINNINGZ",109000.0
2018-01-29T00:00:00Z,94655,"TWINKLE STAR DAY AND AFTERCARE CENTRE",121554.0
2017-11-21T00:00:00Z,94701,"TLHOMAMANG FAMILY CARE CENTRE",100000.0
2017-05-05T00:00:00Z,94711,"TSHIMOGO HOME BASED CARE ORGANISATION",78340.0
2017-12-14T00:00:00Z,94711,"TSHIMOGO HOME BASED CARE ORGANISATION",60000.0
2017-12-14T00:00:00Z,94715,"MTS ANCILLARY HEALTH CARE SERVICES",200000.0
2017-12-14T00:00:00Z,94732,"KGATELOPELE HOME BASED CARE",87000.0
2017-05-17T00:00:00Z,94734,"THE SOUTH AFRICAN DEPRESSION AND ANXIETY GROUP (SADAG)",496500.0
2017-07-07T00:00:00Z,94767,"FAMILIES SOUTH AFRICA VRYBURG",151000.0
2018-01-16T00:00:00Z,94781,"NALEDI CHILDREN AND YOUTH PROJECTS",137700.0
2017-04-19T00:00:00Z,94786,"THANX GOD PRE",162131.0
2017-04-21T00:00:00Z,94790,"BUHLEBOLWAZI SELF HELP GROUP FOR DISABLED",111100.0
2018-03-16T00:00:00Z,94791,"HLALEFANG CRECHE",129075.0
2017-05-11T00:00:00Z,94807,"REALEBOGA HEALTH CARE GROUP",143400.0
2017-08-15T00:00:00Z,94827,VRYSTAAT,100025.0
2017-09-04T00:00:00Z,94829,"TSHWARANANG COMMUNITY PROJECT",82098.0
2017-06-29T00:00:00Z,94836,"BOITSHEPO DAY CARE",118000.0
2017-04-21T00:00:00Z,94842,"INTAMAKUPHILA HOME BASED CARE",122616.5
2017-04-07T00:00:00Z,94847,"LIKUSASALETFU  CHILD AND COMMUNITY CENTRE",89915.5
2017-12-05T00:00:00Z,94850,"BAMBANANI HOMEBASED CARE",104000.0
2017-08-21T00:00:00Z,94851,"SERENITY REHABILITATION AND DEVELOPMENT HOME",144620.0
2017-10-13T00:00:00Z,94853,"BOSELE CRECHE AND PRE",90500.0
2018-01-29T00:00:00Z,94871,"SINOZWELO PRE",150000.0
2018-01-31T00:00:00Z,94876,"LIKUSASALETFU PRE",118200.0
2017-05-12T00:00:00Z,94877,"ZAMANI DISABLED GROUP",86737.0
2017-06-21T00:00:00Z,94878,"ONE FOUNDATION",58650.0
2017-08-17T00:00:00Z,94881,"BOINELO EARLY  LEARNING CENTRE",97500.0
2017-09-28T00:00:00Z,94886,"VUKUZENZELE DISABILITY CENTRE",53916.0
2017-06-29T00:00:00Z,94894,"TLANGELANI DAY CARE",46200.0
2017-06-29T00:00:00Z,94896,"NKAMBONHLE DAY CARE CENTRE",60329.0
2017-06-21T00:00:00Z,94902,"FLONYKS PRE",100000.0
2017-06-21T00:00:00Z,94903,"MKHONDO PEER EDUCATORS",80000.0
2017-07-20T00:00:00Z,94904,"READIRA COMMUNITY PROJECT",71586.0
2017-05-05T00:00:00Z,94907,"MMARONA EARLY LEARNING CENTRE",300000.0
2017-07-07T00:00:00Z,94910,"REAGODISA DAY CARE CENTRE",53000.0
2018-01-09T00:00:00Z,94912,"THOKOZANE PRE",85000.0
2017-08-25T00:00:00Z,94915,"COTTONDALE DISABILITY CENTRE",234739.0
2017-08-21T00:00:00Z,94919,"SILETSIMPILO PEER EDUCATION",82280.0
2018-03-16T00:00:00Z,94925,"ZAMANI HOME BASED CARE",100000.0
2017-08-21T00:00:00Z,94935,"LEHLAKA EARLY LEARNING CENTRE",120500.0
2018-02-09T00:00:00Z,94936,"PROJECT SUPPORT ASSOCIATION SOUTHERN AFRICA",165500.0
2017-04-21T00:00:00Z,94937,"CEBELIHLE DROP",102761.0
2017-04-21T00:00:00Z,94945,"RONALDSEY COMMUNITY HOME BASED CARE",140000.0
2017-05-12T00:00:00Z,94954,"MTHUNZINI DAY CARE CENTRE",47893.5
2018-01-31T00:00:00Z,94955,"BUKHOSI BETHU SERVICE CENTRE",120000.0
2017-04-21T00:00:00Z,94959,"MAGUBHA SERVICES CENTRE",109698.0
2018-02-23T00:00:00Z,94961,"MISOKUHLE OLD AGE CARE CENTRE",103000.0
2017-04-21T00:00:00Z,94965,"PFUNANI HOME BASED CARE",120239.5
2018-03-29T00:00:00Z,94968,"LONDEKA DAY CARE CENTER",86000.0
2017-04-21T00:00:00Z,94976,"THE WORSHIPPERS COMMUNITY PROJECTS",121000.0
2018-02-09T00:00:00Z,94978,"CRESELDAH EDUCATIONAL FOUNDATIONS",96699.0
2017-10-13T00:00:00Z,94982,IKHWEZI,64300.0
2018-02-28T00:00:00Z,94984,KWA,140000.0
2017-07-20T00:00:00Z,94991,"OLERATO CRECHE",87000.0
2017-05-03T00:00:00Z,94998,"KGOLOKGOLO EDUCARE CENTRE",66550.0
2017-07-20T00:00:00Z,95000,"MPHO YA BANA EARLY LEARNING CENTRE",146087.0
2017-06-21T00:00:00Z,95002,"REMMOGO DAY CARE CENTRE",150000.0
2017-08-01T00:00:00Z,95015,"KHOANE PRE SCHOOL",184698.0
2017-06-21T00:00:00Z,95019,"IKAGENG EARLY LEARNING CENTRE",90000.0
2017-04-21T00:00:00Z,95026,"UNITING REFORMED HOME BASED CARE",119232.0
2018-02-09T00:00:00Z,95027,"THAKANENG PRE",130092.0
2017-12-05T00:00:00Z,95031,"HARMONY PARK HOMEBASED CARE",134000.0
2017-12-14T00:00:00Z,95039,"LAPOLOGA DAY CARE CENTRE",118503.0
2017-05-03T00:00:00Z,95042,"AGANANG COMMUNITY CENTRE",125600.0
2017-12-14T00:00:00Z,95042,"AGANANG COMMUNITY CENTRE",100000.0
2017-11-14T00:00:00Z,95045,"BOPANG DAY CARE CENTRE",119115.0
2018-01-29T00:00:00Z,95049,"BABELEGI PRE",100000.0
2017-05-12T00:00:00Z,95050,"EYETHU DAGGAKRAAL YOUTH CENTRE",124420.0
2017-08-25T00:00:00Z,95052,"KAGISANO DAY CARE CENTRE",62000.0
2018-03-26T00:00:00Z,95063,"SAVF VENTERSDORP OUETEHUIS",563000.0
2017-05-05T00:00:00Z,95071,"LESEDI EARLY LEARNING CENTRE",45000.0
2017-06-21T00:00:00Z,95076,"SETSHABA CRECHE",42000.0
2018-03-05T00:00:00Z,95078,"BOITUMELO DAY CARE & PRE",116950.0
2017-11-17T00:00:00Z,95085,"BAMBANANI SERVICE CENTRE",59300.0
2017-05-11T00:00:00Z,95086,"PHATSIMO DAY CARE CENTRE",427000.0
2017-11-17T00:00:00Z,95086,"PHATSIMO DAY CARE CENTRE",50000.0
2018-01-09T00:00:00Z,95104,"HOUSE OF CHILDREN DAYCARE CENTRE",116000.0
2017-05-11T00:00:00Z,95112,"ELIM MOTSWEDI HOSPICE",280000.0
2017-05-11T00:00:00Z,95121,"KGAKOLOLO EARLY LEARNING CENTRE",50000.0
2017-07-07T00:00:00Z,95127,"KGALALELO DAY CARE CENTRE",115000.0
2017-07-20T00:00:00Z,95141,ATTA,117400.0
2018-03-16T00:00:00Z,95141,ATTA,100000.0
2017-05-11T00:00:00Z,95147,"BOPHELO PELE HOME BASED CARE",70349.0
2017-09-28T00:00:00Z,95155,"MODIMO O LERATO DAY CARE",179030.0
2017-12-14T00:00:00Z,95160,"TKSO OLD AGE HOME AND DAY CARE CENTRE",52559.0
2017-08-01T00:00:00Z,95164,"MOTSHWANETSI DAY CARE CENTRE",142657.0
2018-01-18T00:00:00Z,95167,"THE UBUNTU COMMUNITY CARE CENTRE",28797.0
2017-08-25T00:00:00Z,95174,"SINETHEMBA OLD AGE CENTRE ORGANIZATION",77835.0
2017-07-20T00:00:00Z,95185,"WONDER TODDLERS DAY CARE CENTRE",80000.0
2017-10-13T00:00:00Z,95187,"NOBULAWU DAY CARE CENTRE",100000.0
2017-05-05T00:00:00Z,95191,"BOTSANANG DAY CARE CENTRE",136560.0
2017-11-17T00:00:00Z,95201,"BONGINKOSI CRECHE & PRE",118000.0
2018-03-16T00:00:00Z,95216,"ASSOCIATION FOR MATHEMATICS EDUCATION OF SOUTH AFRICA (AMESA)",120000.0
2017-05-05T00:00:00Z,95217,"GLORY DIVINE CHRISTIAN CENTRE",144393.0
2017-06-29T00:00:00Z,95223,"TIYISELANI SERVICE CENTRE",100000.0
2017-08-17T00:00:00Z,95234,"JOY & EVE CRECHE",75264.0
2017-09-28T00:00:00Z,95238,"SIHOLE CRECHE",100000.0
2017-06-21T00:00:00Z,95242,"DWARSLOOP A CATHOLIC CARE CENTRE",100000.0
2018-01-29T00:00:00Z,95243,"BREAKTHROUGH COMMUNITY ACTION (BCA)",133000.0
2017-07-20T00:00:00Z,95244,"BOITUMELO DAY CARE & PRE",80000.0
2017-06-21T00:00:00Z,95248,"TIYIMELENI CRECHE",162500.0
2017-06-21T00:00:00Z,95252,"SAMUKELWE DISABLE CENTRE",60000.0
2017-05-12T00:00:00Z,95253,G,176100.0
2017-08-23T00:00:00Z,95268,"SAVF DELAREYVILLE",83583.0
2017-09-07T00:00:00Z,95277,"KOPANO NKOKETSE DAY CARE CENTRE",121000.0
2017-12-14T00:00:00Z,95294,"KARABO EARLY LEARNING CENTRE",141000.0
2017-09-07T00:00:00Z,95298,"MAKUKHANYE PRE",191845.0
2017-05-11T00:00:00Z,95301,"HOSPICE EMANUEL LOVING ANGELS",100000.0
2018-01-18T00:00:00Z,95301,"HOSPICE EMANUEL LOVING ANGELS",92700.0
2017-09-07T00:00:00Z,95310,"THUSASETSHABA E L C",80000.0
2017-05-11T00:00:00Z,95319,"TIRISANO DAY CARE CENTRE",114000.0
2017-04-07T00:00:00Z,95331,"MPFUXELELO VAKOKWANA SERVICE CENTRE",100000.0
2017-05-05T00:00:00Z,95336,"THUSEGANG CARE GROUP",100000.0
2017-05-05T00:00:00Z,95338,"TSHEPANG DAY CARE CENTRE",260096.0
2017-10-27T00:00:00Z,95361,"TSWELOPELE EDU",154000.0
2017-11-17T00:00:00Z,95367,"RATANANG HOME BASED CARE PROJECT",61025.0
2017-08-17T00:00:00Z,95379,"TIRELONG EARLY CHILDHOOD DEVELOPMENT CENTRE",100000.0
2017-12-20T00:00:00Z,95380,"LITTLE STAR EDU",131500.0
2018-03-16T00:00:00Z,95444,"THABANG JNR. DAY CARE",107000.0
2018-01-16T00:00:00Z,95453,"THE CHOSEN DAY CARE CENTRE & PRE",104000.0
2018-03-16T00:00:00Z,95458,KWENA,102000.0
2017-08-25T00:00:00Z,95470,"LAPENG DAY CARE CENTRE",73369.0
2017-07-07T00:00:00Z,95477,"ITIRELENG PRE",148000.0
2018-02-09T00:00:00Z,95477,"ITIRELENG PRE",100000.0
2017-12-14T00:00:00Z,95486,"ALFONSO MARIA FUSCO CHILDREN'S HOME AND PLACE OF SAFETY",143000.0
2017-10-02T00:00:00Z,95488,"JERICHO EARLY LEARNING CENTRE",141482.0
2018-03-16T00:00:00Z,95493,"MASIVUKE COMMUNITY DEVELOPMENT PROJECT",60000.0
2017-05-11T00:00:00Z,95540,"NTSHALLENG LE BANA CARE CENTRE",229780.0
2018-03-16T00:00:00Z,95559,"MORETELE CRIME PREVENTION",100000.0
2018-03-16T00:00:00Z,95562,MO,14000.0
2018-03-29T00:00:00Z,95568,"DIRATSAGAE COMMUNITY DEVELOPMENT EDUCATION TRAINING AND SUPPORT CENTRE",140000.0
2017-05-05T00:00:00Z,95584,"LESEDI DAY CARE",149233.0
2017-06-29T00:00:00Z,95621,"EPILEPSY SOUTH AFRICA GAUTENG BRANCH",250000.0
2017-08-08T00:00:00Z,95639,"BREAKTHROUGH SUPPORT GROUP",60000.0
2017-05-11T00:00:00Z,95640,"THUSEGO SAFE HOUSE",136915.0
2017-10-13T00:00:00Z,95647,"EARLY BEE PRE",88500.0
2018-01-09T00:00:00Z,95656,"NG WELFARE ROODEPOORT / NG WELSYN ROODEPOORT",77500.0
2018-02-09T00:00:00Z,95657,"LOLA LAWRENCE MODIKOANE PROJECT",73100.0
2017-07-07T00:00:00Z,95662,"ARCHY EARLY LEARNING CENTRE",80000.0
2017-10-13T00:00:00Z,95670,AGA,100000.0
2017-07-20T00:00:00Z,95674,"TLAMELANG DAY CARE CENTRE",206450.0
2017-12-14T00:00:00Z,95675,"LINDOKUHLE HIV & AIDS HOME BASED CARE",100774.4
2017-05-05T00:00:00Z,95689,"LOVE JOY HOME BASED CARE",50000.0
2018-01-25T00:00:00Z,95699,"S A V F LICHTENBURG",74000.0
2017-10-02T00:00:00Z,95704,"ARISE AND SHINE CENTRE",100000.0
2018-03-07T00:00:00Z,95720,"CHRISTELIK MAATSKAPLIKE RAAD VAN PIET RETIEF",125000.0
2017-09-07T00:00:00Z,95728,"SILINDILE HOME BASED CARE",100000.0
2017-12-05T00:00:00Z,95733,"EMPILWENI MULTI PURPOSE CENTRE",100160.0
2018-03-05T00:00:00Z,95750,"AGAPE TIME TO LEARN PRE",108210.0
2017-05-12T00:00:00Z,95752,"SOPAKAMA DAY CARE CENTRE",112996.0
2018-01-25T00:00:00Z,95760,"XOLA DISABILITY DAY AND  NIGHT CARE CENTRE",108210.0
2017-12-05T00:00:00Z,95777,SAVE,100000.0
2018-02-09T00:00:00Z,95795,"GO ITHUTA LE GO TSHAMEKA",84672.0
2017-05-11T00:00:00Z,95803,"MADIDI REBULENG MATLHO ORGANISATION",50000.0
2017-12-05T00:00:00Z,95808,"ITHUTENG CARE CENTRE",140000.0
2017-08-08T00:00:00Z,95811,"LIFA LESIVE COMMUNITY DEVELOPMENT AGENCY",40000.0
2018-01-09T00:00:00Z,95821,"LETHABO COMMUNITY SERVICE CENTER",149700.0
2018-02-15T00:00:00Z,95825,"MAKHWANINI CRECHE AND PRE",151213.0
2017-05-12T00:00:00Z,95835,"NAZARENE EDU",105900.0
2017-07-20T00:00:00Z,95861,"MARUPING HEALTH CARE GROUP",300000.0
2017-05-12T00:00:00Z,95901,"TSWELELOPELE EDUCARE CENTRE",300000.0
2017-10-19T00:00:00Z,95908,"PHENDUKANI SIYE",130400.0
2017-11-17T00:00:00Z,95958,"OTHANDWENI PRE",88080.0
2017-08-23T00:00:00Z,95965,"WOMEN IN THE MAKING",50000.0
2018-03-26T00:00:00Z,95971,"LITTLE STARS PRE",140000.0
2018-01-09T00:00:00Z,95980,"BOHLOKWA DAY CARE & AFTER CARE CENTRE",139500.0
2017-10-19T00:00:00Z,95988,LIGHT,89099.08
2017-11-17T00:00:00Z,95989,"MMATHARI EARLY LEARNING CENTRE",300000.0
2017-12-05T00:00:00Z,96001,"SIMUNYE HOMEBASED CARE",70000.0
2017-12-05T00:00:00Z,96004,"TINY TOTS DAY CARE CENTRE",116248.0
2018-03-05T00:00:00Z,96006,CHRISTELIK,191340.0
2017-12-14T00:00:00Z,96008,"MOTHEO TRAINING INSTITUTE TRUST",85500.0
2017-10-19T00:00:00Z,96017,"THEMBELIHLE DROP",139850.0
2017-06-21T00:00:00Z,96040,"REALEKA PRE SCHOOL",450000.0
2017-12-05T00:00:00Z,96066,"VICTIM SUPPORT CENTRE MOOKGOPONG",68000.0
2017-11-17T00:00:00Z,96077,"FUNDZANI PRE",110100.0
2017-04-21T00:00:00Z,96083,"NOMUSA DAY CARE CENTRE",79698.49
2017-05-12T00:00:00Z,96093,"TSIKEDI PRE PRIMARY",136290.5
2017-10-19T00:00:00Z,96098,POTI,134292.63
2017-04-26T00:00:00Z,96100,"YOUNG MINDS YOUTH CENTRE",100000.0
2017-08-21T00:00:00Z,96100,"YOUNG MINDS YOUTH CENTRE",81000.0
2018-01-09T00:00:00Z,96116,"THE GREAT COMMISSION DIVINE PROJECT",100000.0
2017-12-14T00:00:00Z,96117,"TSHEPO THEMBA MULTIPURPOSE CENTRE",89000.0
2017-12-05T00:00:00Z,96119,"EZIBELENI ORPHANS AND VULNERABLE CHILDREN'S HOME",100000.0
2017-12-05T00:00:00Z,96121,"JABULANI EDUCARE",140000.0
2017-08-23T00:00:00Z,96180,"MOOKGOPHONG COMMUNITY HOME BASED CARE",99000.0
2018-02-09T00:00:00Z,96186,"RETLAKGONA PRE",242297.0
2018-02-09T00:00:00Z,96227,"VLAKBULT DROP IN CENTRE",100000.0
2017-12-05T00:00:00Z,96228,SKOLO,85481.0
2017-11-17T00:00:00Z,96231,"LINDISBUSISO KIDS ACADEMY",82500.0
2017-12-14T00:00:00Z,96235,"MAMOKEKETSI DAY CARE CENTRE",140000.0
2017-12-05T00:00:00Z,96237,"UMKHUMBI KANOAH EMANTANJENI RESOURCES CENTRE",82500.0
2017-05-12T00:00:00Z,96253,"LITTLE STAR PRE",106000.0
2017-12-14T00:00:00Z,96278,"GROWING BIRDS EARLY CHILDHOOD DEVELOPMENT",126000.0
2017-09-07T00:00:00Z,96279,"RETHABILE DAY CARE CENTRE",120170.0
2018-01-29T00:00:00Z,96284,"KHULANI PRE",140800.0
2017-09-13T00:00:00Z,96286,"WOMEN EMPOWERMENT MOVEMENT INTERNATIONAL",90800.0
